Province,Station,Category,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,Severity,Slope,Residual
Mpumalanga,Balfour Tvl,Sexual Offences,42,45,32,50,44,59,45,40,17,17,20,1,-2.5999999999999988,50.36363636363637
Limpopo,Masemola,Sexual Offences,0,0,0,0,0,0,22,35,28,13,20,1,-2.5999999999999965,44.39999999999996
Kwazulu/Natal,Umhlali,Sexual Offences,76,106,85,107,100,101,81,98,97,57,59,1,-2.5636363636363626,100.72727272727273
Mpumalanga,Piet Retief,Sexual Offences,111,134,115,125,120,118,98,80,119,93,108,1,-2.5363636363636335,123.6818181818182
Gauteng,Eldorado Park,Sexual Offences,146,131,137,130,180,166,132,131,128,104,127,1,-2.509090909090909,150.0
Mpumalanga,Leslie,Sexual Offences,51,38,56,59,59,50,39,30,36,20,38,1,-2.5000000000000004,55.77272727272728
Limpopo,Mokopane,Sexual Offences,40,57,53,69,91,136,31,46,33,41,31,1,-2.4999999999999982,69.59090909090908
Gauteng,Boksburg North,Sexual Offences,60,42,58,61,60,59,43,38,32,34,40,1,-2.481818181818177,60.31818181818181
Gauteng,Kameeldrift,Sexual Offences,41,40,29,39,20,30,21,35,24,10,15,1,-2.472727272727272,40.000000000000014
Gauteng,Florida,Sexual Offences,84,76,55,65,87,68,55,62,47,60,55,1,-2.463636363636361,77.22727272727272
North West,Madikwe,Sexual Offences,57,82,62,60,50,62,52,60,45,49,39,1,-2.4636363636363603,68.49999999999997
Western Cape,Muizenberg,Sexual Offences,71,97,85,73,76,70,78,82,58,61,58,1,-2.4545454545454497,85.8181818181818
Mpumalanga,Mhala,Sexual Offences,95,86,89,88,96,94,88,91,95,60,60,1,-2.3909090909090884,97.5909090909091
Gauteng,Cullinan,Sexual Offences,60,66,70,75,61,47,53,53,47,36,56,1,-2.3727272727272735,68.59090909090912
Western Cape,Nyanga,Sexual Offences,401,358,329,288,368,363,398,412,321,292,351,1,-2.363636363636358,364.6363636363637
Gauteng,Meyerton,Sexual Offences,71,70,66,73,74,61,61,59,48,53,52,1,-2.3454545454545466,74.27272727272728
Kwazulu/Natal,Mtubatuba,Sexual Offences,76,55,69,61,67,63,61,57,54,44,45,1,-2.345454545454544,71.00000000000001
Gauteng,Norwood,Sexual Offences,36,38,39,74,53,33,24,35,26,24,25,1,-2.336363636363634,48.68181818181818
Northern Cape,Warrenton,Sexual Offences,49,61,38,38,47,40,39,33,40,25,29,1,-2.327272727272727,51.545454545454554
Free State,Batho,Sexual Offences,73,37,36,45,28,42,37,48,41,32,20,1,-2.318181818181819,51.5
Kwazulu/Natal,Wentworth,Sexual Offences,56,55,50,52,38,74,36,51,34,32,34,1,-2.3090909090909095,58.09090909090911
Mpumalanga,Witbank,Sexual Offences,130,135,126,147,110,128,115,104,108,113,124,1,-2.299999999999999,133.3181818181818
North West,Lichtenburg,Sexual Offences,92,108,112,120,99,118,102,100,83,75,93,1,-2.281818181818174,111.59090909090908
Gauteng,Hercules,Sexual Offences,82,80,80,92,82,83,55,57,57,69,74,1,-2.27272727272727,85.09090909090908
North West,Lethabong,Sexual Offences,46,56,36,47,26,39,32,30,33,32,23,1,-2.2545454545454535,47.63636363636364
Kwazulu/Natal,Bayview,Sexual Offences,29,36,27,32,46,41,26,23,17,13,12,1,-2.2272727272727284,38.59090909090911
Kwazulu/Natal,Ndwedwe,Sexual Offences,74,79,92,91,68,83,52,73,76,69,53,1,-2.2272727272727266,84.77272727272727
Mpumalanga,Mayflower,Sexual Offences,67,49,49,43,45,38,39,43,36,38,36,1,-2.2181818181818174,54.99999999999999
Kwazulu/Natal,Mehlomnyama,Sexual Offences,43,45,28,29,44,40,36,29,20,22,19,1,-2.218181818181817,43.36363636363636
Limpopo,Bela-Bela,Sexual Offences,54,60,60,66,61,50,61,47,34,38,47,1,-2.1727272727272706,63.4090909090909
Kwazulu/Natal,Mbazwana,Sexual Offences,45,51,41,48,45,40,51,39,32,16,33,1,-2.17272727272727,50.95454545454544
Western Cape,Hout Bay,Sexual Offences,54,48,48,47,50,48,45,45,23,41,29,1,-2.154545454545453,54.22727272727273
Eastern Cape,Swartkops,Sexual Offences,76,74,67,77,65,70,49,72,86,47,44,1,-2.154545454545451,76.86363636363637
Gauteng,Protea Glen,Sexual Offences,119,102,116,120,141,120,109,91,86,85,122,1,-2.1181818181818195,120.68181818181822
Kwazulu/Natal,Lamontville,Sexual Offences,57,56,39,45,50,45,65,42,40,31,28,1,-2.1181818181818155,55.86363636363636
Kwazulu/Natal,Nkandla,Sexual Offences,42,48,59,56,64,54,58,48,31,44,20,1,-2.1090909090909062,58.18181818181817
Kwazulu/Natal,Emanguzi,Sexual Offences,53,47,41,53,47,51,30,37,30,40,29,1,-2.0909090909090895,52.090909090909086
North West,Tlhabane,Sexual Offences,93,84,76,77,82,72,80,99,70,72,52,1,-2.0818181818181785,88.3181818181818
Northern Cape,Hartswater,Sexual Offences,40,32,27,23,47,31,18,22,20,23,12,1,-2.0727272727272723,37.18181818181819
Mpumalanga,Tonga,Sexual Offences,227,229,200,196,190,223,180,243,231,178,187,1,-2.063636363636366,217.9545454545455
Western Cape,Paarl,Sexual Offences,103,88,54,56,135,94,82,85,71,60,69,1,-2.0545454545454507,91.81818181818181
Northern Cape,Douglas,Sexual Offences,52,47,40,54,35,54,40,44,38,26,28,1,-2.045454545454543,51.86363636363636
North West,Ottosdal,Sexual Offences,39,40,46,43,41,35,40,35,19,22,28,1,-2.0454545454545423,45.49999999999999
Gauteng,Dube,Sexual Offences,32,27,35,25,33,30,24,22,17,15,11,1,-2.0181818181818176,34.72727272727272
Western Cape,Harare,Sexual Offences,262,223,257,247,270,287,293,263,234,235,211,1,-2.0090909090909053,262.95454545454544
Northern Cape,Pampierstat,Sexual Offences,39,64,41,80,60,75,40,58,42,38,28,1,-2.0000000000000004,61.363636363636374
Gauteng,Langlaagte,Sexual Offences,39,52,46,60,48,36,32,39,28,35,31,1,-1.9999999999999993,50.545454545454554
Eastern Cape,Port St Johns,Sexual Offences,167,50,63,72,61,61,79,55,78,88,87,1,-1.9909090909090867,88.22727272727273
Gauteng,Hammanskraal,Sexual Offences,59,65,72,100,65,73,85,72,53,59,39,1,-1.9727272727272689,77.31818181818183
Kwazulu/Natal,Durban North,Sexual Offences,32,35,29,36,18,33,36,26,24,9,13,1,-1.9636363636363636,36.27272727272728
Gauteng,Edenvale,Sexual Offences,37,21,29,28,30,21,24,17,13,11,17,1,-1.9636363636363618,32.36363636363636
Eastern Cape,Graaff-Reinet,Sexual Offences,71,69,50,55,45,57,68,56,31,52,48,1,-1.9545454545454533,64.50000000000001
North West,Orkney,Sexual Offences,43,35,28,56,49,37,19,40,26,31,17,1,-1.9454545454545458,44.36363636363638
Western Cape,Lansdowne,Sexual Offences,47,33,41,62,50,42,27,26,28,33,31,1,-1.9454545454545424,47.90909090909089
Kwazulu/Natal,Bellair,Sexual Offences,29,28,19,40,34,243,30,19,16,10,12,1,-1.9272727272727241,53.27272727272725
Kwazulu/Natal,Pietermaritzburg,Sexual Offences,78,92,84,63,81,67,63,79,56,73,65,1,-1.9181818181818189,82.40909090909093
Eastern Cape,Paterson,Sexual Offences,35,15,17,15,19,15,15,16,11,6,4,1,-1.9181818181818175,24.863636363636367
Limpopo,Nebo,Sexual Offences,82,72,76,84,83,88,76,50,57,76,63,1,-1.9181818181818158,82.95454545454545
Free State,Deneysville,Sexual Offences,40,31,33,38,30,34,24,27,29,20,15,1,-1.8999999999999986,38.68181818181818
Eastern Cape,Despatch,Sexual Offences,45,48,52,49,75,47,53,50,44,38,20,1,-1.899999999999997,56.86363636363635
Western Cape,Tulbagh,Sexual Offences,35,49,53,47,37,51,29,44,43,31,17,1,-1.8727272727272744,49.00000000000003
Western Cape,Bonnievale,Sexual Offences,27,42,32,29,17,24,19,23,20,12,19,1,-1.8727272727272737,33.363636363636374
Kwazulu/Natal,Brighton Beach,Sexual Offences,48,49,37,48,41,50,47,24,42,28,29,1,-1.8727272727272721,49.63636363636364
Kwazulu/Natal,Sundumbili,Sexual Offences,97,82,100,97,98,67,97,87,80,71,81,1,-1.8636363636363635,96.31818181818183
Western Cape,Moorreesburg,Sexual Offences,53,18,29,32,30,28,24,22,23,18,21,1,-1.8545454545454532,36.36363636363637
Mpumalanga,Belfast,Sexual Offences,36,37,26,24,20,29,19,25,17,18,16,1,-1.836363636363637,33.45454545454547
Mpumalanga,Kriel,Sexual Offences,50,40,25,40,35,39,24,26,28,27,26,1,-1.836363636363636,41.90909090909092
Mpumalanga,Blinkpan,Sexual Offences,31,23,13,25,16,22,15,9,16,10,6,1,-1.8272727272727278,26.045454545454554
Free State,Selosesha,Sexual Offences,94,107,129,127,111,154,127,101,106,88,90,1,-1.8272727272727256,121.31818181818184
Eastern Cape,Walmer,Sexual Offences,126,114,92,87,86,101,109,115,134,75,76,1,-1.8272727272727178,110.49999999999997
Free State,Villiers,Sexual Offences,21,28,27,26,19,23,17,11,13,9,11,1,-1.818181818181818,27.72727272727273
Gauteng,Welbekend,Sexual Offences,18,23,27,34,17,28,10,14,13,8,8,1,-1.8090909090909086,27.227272727272727
Mpumalanga,Malelane,Sexual Offences,21,20,16,19,8,12,7,9,5,4,5,1,-1.8,20.454545454545453
Kwazulu/Natal,Sawoti,Sexual Offences,32,33,34,32,36,41,27,28,21,15,18,1,-1.7999999999999985,37.81818181818181
Limpopo,Naboomspruit,Sexual Offences,38,61,32,46,38,58,33,37,23,26,37,1,-1.7727272727272732,47.863636363636374
Gauteng,Randburg,Sexual Offences,47,47,35,55,64,38,38,53,30,17,41,1,-1.77272727272727,51.13636363636363
Kwazulu/Natal,Dundee,Sexual Offences,66,64,75,95,56,81,56,42,65,58,59,1,-1.7727272727272692,74.04545454545453
Mpumalanga,Komatipoort,Sexual Offences,30,29,14,21,22,17,16,9,11,9,15,1,-1.7636363636363632,26.363636363636363
Mpumalanga,Schoemansdal,Sexual Offences,80,78,75,99,85,90,85,85,75,64,58,1,-1.7636363636363632,88.27272727272731
Gauteng,Bramley,Sexual Offences,46,50,46,44,45,59,34,39,28,28,40,1,-1.7545454545454535,50.5
Kwazulu/Natal,Estcourt,Sexual Offences,54,52,57,43,62,51,47,42,44,29,45,1,-1.7545454545454524,56.59090909090909
Kwazulu/Natal,Nongoma,Sexual Offences,145,139,117,126,148,138,147,151,141,106,109,1,-1.7363636363636357,142.0454545454546
Mpumalanga,Verena,Sexual Offences,28,21,36,23,24,27,16,19,16,11,14,1,-1.6909090909090896,29.81818181818182
Western Cape,Oudtshoorn,Sexual Offences,98,78,84,72,100,100,118,93,74,62,68,1,-1.6727272727272695,94.45454545454545
Kwazulu/Natal,Kwamsane,Sexual Offences,125,127,109,111,122,140,123,133,123,115,81,1,-1.6454545454545406,127.22727272727273
Limpopo,Thabazimbi,Sexual Offences,39,39,41,39,37,41,47,30,21,31,23,1,-1.6363636363636354,43.45454545454545
Gauteng,Kempton Park,Sexual Offences,74,77,70,63,96,98,65,65,72,50,64,1,-1.6272727272727254,80.31818181818183
Free State,Maokeng,Sexual Offences,122,99,114,114,134,126,124,132,100,92,95,1,-1.6272727272727219,121.95454545454547
Kwazulu/Natal,Folweni,Sexual Offences,81,67,90,93,71,80,71,74,73,61,68,1,-1.6181818181818175,83.45454545454545
Eastern Cape,Lusikisiki,Sexual Offences,244,132,133,132,151,148,154,146,171,155,161,1,-1.618181818181814,165.09090909090915
Gauteng,Laudium,Sexual Offences,32,33,37,25,20,23,19,22,25,16,19,1,-1.6,32.63636363636364
Limpopo,Vuwani,Sexual Offences,87,76,114,116,93,106,103,108,88,78,67,1,-1.5999999999999972,102.18181818181819
Kwazulu/Natal,Malvern,Sexual Offences,25,23,34,26,22,22,28,17,23,11,9,1,-1.5727272727272719,29.681818181818176
Kwazulu/Natal,Besters,Sexual Offences,38,36,32,25,35,33,25,18,21,26,23,1,-1.5636363636363637,36.18181818181819
Western Cape,Calitzdorp,Sexual Offences,29,20,18,11,37,22,9,17,13,11,8,1,-1.5636363636363628,25.54545454545455
Western Cape,Robertson,Sexual Offences,69,57,60,55,55,57,54,70,57,44,41,1,-1.5636363636363622,64.0909090909091
Eastern Cape,Patensie,Sexual Offences,40,37,37,30,43,40,34,13,34,17,32,1,-1.5636363636363617,40.272727272727266
Free State,Zastron,Sexual Offences,39,33,55,52,34,38,42,26,26,41,25,1,-1.5363636363636364,45.04545454545456
Kwazulu/Natal,Ingwavuma,Sexual Offences,68,46,43,39,40,38,30,33,43,48,37,1,-1.5363636363636353,49.95454545454546
Gauteng,Magaliesburg,Sexual Offences,29,33,15,19,22,17,14,14,18,17,10,1,-1.5272727272727273,26.54545454545455
North West,Itsoseng,Sexual Offences,64,79,66,81,85,96,85,58,58,62,58,1,-1.5272727272727262,79.63636363636363
North West,Mothutlung,Sexual Offences,34,38,16,32,25,28,29,29,19,17,16,1,-1.5181818181818163,33.31818181818181
Gauteng,Duduza,Sexual Offences,85,80,92,117,84,90,93,127,82,64,65,1,-1.5000000000000002,96.50000000000004
Mpumalanga,Dirkiesdorp,Sexual Offences,39,41,34,19,34,25,22,31,25,20,26,1,-1.4909090909090899,36.18181818181818
Kwazulu/Natal,Umzimkhulu,Sexual Offences,89,54,66,64,52,48,68,64,56,44,67,1,-1.490909090909088,68.54545454545453
Free State,Petrusburg,Sexual Offences,32,32,29,34,25,23,23,21,24,22,16,1,-1.4818181818181806,32.95454545454545
Eastern Cape,Cradock,Sexual Offences,115,105,99,80,87,77,89,120,92,94,79,1,-1.4818181818181795,101.68181818181819
Western Cape,Ocean View,Sexual Offences,61,58,66,60,55,57,63,64,47,40,51,1,-1.4818181818181788,63.954545454545446
Gauteng,Brackendowns,Sexual Offences,24,43,33,43,49,30,28,18,30,20,26,1,-1.4727272727272729,38.63636363636364
Mpumalanga,Delmas,Sexual Offences,78,63,61,53,72,58,63,57,42,56,63,1,-1.4636363636363616,67.86363636363636
Mpumalanga,Sabie,Sexual Offences,27,32,19,34,19,20,16,27,13,12,18,1,-1.454545454545453,28.818181818181813
North West,Lethlabile,Sexual Offences,113,136,108,109,176,127,112,143,133,105,90,1,-1.454545454545449,130.18181818181816
Gauteng,Primrose,Sexual Offences,59,89,74,72,88,99,81,83,72,57,51,1,-1.4454545454545438,82.22727272727272
Western Cape,Groot Brakrivier,Sexual Offences,30,19,28,20,39,29,16,11,21,11,18,1,-1.399999999999999,28.999999999999996
Gauteng,Tarlton,Sexual Offences,0,0,0,0,10,19,25,20,9,9,9,1,-1.392857142857139,24.17857142857139
Kwazulu/Natal,Eshowe,Sexual Offences,123,123,112,87,123,95,107,117,112,99,103,1,-1.3818181818181787,116.09090909090911
Western Cape,Claremont,Sexual Offences,30,36,26,27,30,18,16,22,19,22,20,1,-1.3727272727272726,31.045454545454547
Free State,Kroonstad,Sexual Offences,42,47,41,46,52,40,56,42,30,31,32,1,-1.3727272727272715,48.59090909090909
Kwazulu/Natal,Paddock,Sexual Offences,26,22,26,26,29,24,23,21,12,9,18,1,-1.3636363636363638,28.272727272727277
Eastern Cape,Cambridge,Sexual Offences,105,86,117,102,127,117,113,109,96,98,78,1,-1.3636363636363633,111.18181818181822
Kwazulu/Natal,Ezakheni,Sexual Offences,112,110,109,110,101,121,100,115,113,100,86,1,-1.354545454545457,113.77272727272731
Gauteng,Pretoria North,Sexual Offences,54,52,53,69,54,76,51,46,53,32,50,1,-1.3545454545454547,60.409090909090914
Western Cape,Langa,Sexual Offences,91,71,57,78,107,91,76,60,56,75,72,1,-1.3545454545454523,82.5909090909091
Kwazulu/Natal,Howick,Sexual Offences,43,49,33,40,40,55,40,43,30,24,34,1,-1.3454545454545452,45.909090909090914
Northern Cape,Groblershoop,Sexual Offences,42,33,28,24,38,37,33,38,25,14,25,1,-1.3363636363636355,37.31818181818182
Kwazulu/Natal,Colenso,Sexual Offences,17,17,10,19,13,11,12,5,4,6,6,1,-1.3272727272727274,17.545454545454547
Free State,Wepener,Sexual Offences,22,26,28,19,15,26,26,16,12,14,11,1,-1.327272727272726,26.18181818181818
Free State,Heilbron,Sexual Offences,45,39,46,55,38,37,50,38,37,30,33,1,-1.3181818181818168,47.31818181818181
Mpumalanga,Hendrina,Sexual Offences,26,36,26,42,26,26,23,25,22,22,18,1,-1.3181818181818166,33.13636363636363
Kwazulu/Natal,Amanzimtoti,Sexual Offences,60,61,44,66,57,69,53,49,61,39,46,1,-1.318181818181815,61.590909090909065
Mpumalanga,Kinross,Sexual Offences,23,23,18,16,26,13,13,10,11,11,13,1,-1.3090909090909095,22.63636363636364
Western Cape,Bellville South,Sexual Offences,47,44,35,34,55,46,30,31,32,43,27,1,-1.3090909090909069,45.090909090909086
North West,Motswedi,Sexual Offences,45,45,44,48,39,38,31,34,23,49,33,1,-1.2999999999999994,45.50000000000001
Limpopo,Westenburg,Sexual Offences,0,0,0,0,0,0,0,75,80,73,73,1,-1.2999999999999967,86.3
Western Cape,Ladismith,Sexual Offences,35,30,31,38,41,21,31,34,20,26,20,1,-1.29090909090909,36.18181818181818
Kwazulu/Natal,Berea,Sexual Offences,13,24,24,30,21,27,21,10,9,11,12,1,-1.2909090909090897,24.818181818181813
Eastern Cape,'King William''S Town',Sexual Offences,76,77,71,100,82,81,84,78,81,62,62,1,-1.2909090909090881,84.0909090909091
Mpumalanga,Hartebeeskop,Sexual Offences,16,21,15,22,18,12,9,14,8,6,9,1,-1.2818181818181815,20.045454545454547
Kwazulu/Natal,Bulwer,Sexual Offences,30,52,46,30,37,45,45,38,25,29,28,1,-1.2818181818181795,43.22727272727272
Mpumalanga,Sundra,Sexual Offences,22,30,17,27,28,29,18,17,17,14,13,1,-1.2636363636363632,27.409090909090907
Western Cape,Dieprivier,Sexual Offences,29,19,27,26,32,24,23,15,18,15,16,1,-1.263636363636363,28.5
Kwazulu/Natal,Elandslaagte,Sexual Offences,34,24,18,19,29,15,21,14,20,14,17,1,-1.2454545454545445,26.681818181818183
Northern Cape,Pabalello,Sexual Offences,39,41,26,21,24,25,23,39,17,28,21,1,-1.2181818181818178,33.72727272727273
Kwazulu/Natal,Wembezi,Sexual Offences,34,35,34,32,25,49,38,36,21,31,14,1,-1.2181818181818176,37.81818181818182
Western Cape,Prince Alfred Hamlet,Sexual Offences,50,43,60,66,59,78,70,41,34,50,41,1,-1.2181818181818163,59.90909090909091
Kwazulu/Natal,Nyoni,Sexual Offences,35,52,36,30,34,34,33,44,23,28,30,1,-1.2090909090909085,40.5
North West,Groot Marico,Sexual Offences,15,16,14,21,16,12,12,8,14,4,4,1,-1.2090909090909083,18.409090909090907
Limpopo,Sekgosese,Sexual Offences,27,42,45,30,36,49,33,27,24,23,30,1,-1.209090909090907,39.31818181818181
Western Cape,Durbanville,Sexual Offences,44,40,42,53,56,51,52,45,32,31,35,1,-1.1909090909090903,49.68181818181819
Mpumalanga,Machadodorp,Sexual Offences,16,17,12,20,12,16,12,10,10,7,3,1,-1.1909090909090903,18.227272727272723
Gauteng,Edenpark,Sexual Offences,91,120,112,124,136,127,82,104,111,109,93,1,-1.1909090909090903,115.86363636363637
North West,Atamelang,Sexual Offences,52,42,45,56,69,48,49,51,28,42,42,1,-1.1909090909090885,53.59090909090908
North West,Mmakau,Sexual Offences,44,47,40,26,30,35,29,34,34,34,29,1,-1.181818181818181,40.636363636363654
Limpopo,Maake,Sexual Offences,147,158,145,112,126,126,138,164,133,138,121,1,-1.18181818181818,143.00000000000003
North West,Mmabatho,Sexual Offences,189,182,223,249,191,185,177,207,195,204,182,1,-1.172727272727262,204.40909090909088
Mpumalanga,Emzinoni,Sexual Offences,52,50,50,44,59,45,36,42,41,44,42,1,-1.163636363636362,51.727272727272734
Kwazulu/Natal,Dannhauser,Sexual Offences,69,66,58,71,66,68,51,70,56,61,52,1,-1.1636363636363614,68.36363636363637
Eastern Cape,Qumbu,Sexual Offences,152,50,48,64,70,82,73,73,73,94,72,1,-1.1636363636363611,83.18181818181819
Kwazulu/Natal,Hammarsdale,Sexual Offences,29,18,20,26,24,29,16,16,12,18,14,1,-1.1545454545454537,25.954545454545453
Eastern Cape,Uitenhage,Sexual Offences,51,45,58,111,55,59,41,46,48,45,61,1,-1.127272727272728,62.000000000000014
Limpopo,Phalaborwa,Sexual Offences,16,16,21,22,12,19,17,13,7,10,7,1,-1.1272727272727263,20.18181818181818
Limpopo,Lulekani,Sexual Offences,46,40,51,30,46,37,45,47,43,33,25,1,-1.1272727272727254,45.90909090909091
Mpumalanga,Elukwatini,Sexual Offences,53,52,44,71,83,70,63,47,48,44,46,1,-1.1181818181818182,62.04545454545456
Free State,Ladybrand,Sexual Offences,65,39,49,45,62,48,56,48,50,35,43,1,-1.1181818181818157,54.68181818181818
Western Cape,Brackenfell,Sexual Offences,31,37,33,39,29,17,35,30,20,26,26,1,-1.0909090909090904,34.81818181818183
Kwazulu/Natal,Isipingo,Sexual Offences,76,79,40,103,104,125,76,72,54,55,81,1,-1.08181818181818,84.04545454545455
Eastern Cape,Kabega Park,Sexual Offences,101,124,107,98,105,120,101,102,88,124,88,1,-1.0727272727272774,110.63636363636368
Gauteng,Putfontein,Sexual Offences,62,75,67,63,54,68,54,59,53,63,58,1,-1.072727272727273,66.81818181818184
Gauteng,Wedela,Sexual Offences,21,19,24,24,21,22,15,11,6,16,17,1,-1.0727272727272725,23.18181818181819
Gauteng,Pretoria Moot,Sexual Offences,27,28,20,28,27,25,40,28,18,18,10,1,-1.0727272727272716,29.818181818181813
Kwazulu/Natal,Inchanga,Sexual Offences,41,60,43,56,42,55,64,45,44,36,36,1,-1.07272727272727,52.81818181818181
Western Cape,Swellendam,Sexual Offences,61,30,45,46,40,42,43,43,49,41,27,1,-1.0636363636363644,47.77272727272728
Mpumalanga,Graskop,Sexual Offences,15,14,8,9,10,4,1,6,4,4,5,1,-1.0636363636363635,12.590909090909092
Kwazulu/Natal,Maydon Wharf,Sexual Offences,12,8,8,16,6,5,3,1,2,4,2,1,-1.0636363636363633,11.409090909090907
Western Cape,Groot-Drakenstein,Sexual Offences,36,36,27,34,36,29,28,28,27,32,20,1,-1.054545454545454,35.545454545454554
Free State,Bethlehem,Sexual Offences,184,164,157,147,160,152,182,150,175,151,155,1,-1.0454545454545368,166.77272727272725
Kwazulu/Natal,Babanango,Sexual Offences,19,24,21,18,28,23,25,18,15,7,14,1,-1.0363636363636362,24.45454545454546
Gauteng,Ekangala,Sexual Offences,35,46,46,55,64,50,52,49,31,36,34,1,-1.0363636363636353,50.45454545454545
Free State,Viljoenskroon,Sexual Offences,45,49,49,51,56,64,47,52,35,28,49,1,-1.0272727272727278,52.863636363636374
North West,Madibogo,Sexual Offences,65,77,35,38,41,35,46,55,37,55,51,1,-1.0272727272727273,53.77272727272727
Kwazulu/Natal,Ezinqoleni,Sexual Offences,63,43,67,46,66,75,64,81,48,37,43,1,-1.027272727272725,62.68181818181818
Kwazulu/Natal,Donnybrook,Sexual Offences,27,34,16,27,26,21,22,25,19,12,22,1,-1.0181818181818174,27.909090909090914
Gauteng,Springs,Sexual Offences,120,138,139,160,163,151,121,106,108,141,144,1,-1.00909090909091,140.5909090909091
North West,Makapanstad,Sexual Offences,39,68,70,71,66,54,53,51,47,56,51,1,-0.9999999999999988,61.90909090909092
Eastern Cape,Phumalanga,Sexual Offences,29,20,17,11,15,22,17,15,19,10,12,1,-0.9909090909090911,21.95454545454546
North West,Marikana,Sexual Offences,39,57,65,53,52,62,41,50,58,32,45,1,-0.9818181818181814,55.27272727272728
Mpumalanga,Ogies,Sexual Offences,45,35,38,39,40,44,32,27,27,43,30,1,-0.981818181818181,41.27272727272727
Eastern Cape,Storms River,Sexual Offences,13,19,25,21,16,17,12,18,5,12,11,1,-0.9818181818181807,20.27272727272727
Free State,Clocolan,Sexual Offences,31,27,18,28,30,19,19,20,12,25,20,1,-0.9818181818181799,27.545454545454547
Mpumalanga,Secunda,Sexual Offences,32,23,23,36,36,38,29,26,32,24,10,1,-0.9636363636363628,32.909090909090914
Western Cape,Athlone,Sexual Offences,88,78,72,71,86,77,89,72,73,80,64,1,-0.9454545454545461,82.00000000000001
North West,Ipelegeng,Sexual Offences,51,62,70,58,58,60,69,54,50,48,53,1,-0.9363636363636372,62.22727272727275
Western Cape,Wolseley,Sexual Offences,26,33,32,33,41,35,34,23,21,26,23,1,-0.9363636363636363,34.40909090909092
Mpumalanga,Badplaas,Sexual Offences,12,16,24,19,14,18,12,9,12,6,11,1,-0.9363636363636353,18.59090909090909
Limpopo,Gilead,Sexual Offences,49,34,41,39,49,33,29,34,42,33,35,1,-0.9181818181818184,42.5909090909091
Eastern Cape,Willowmore,Sexual Offences,18,25,14,16,16,17,17,15,11,6,15,1,-0.9181818181818175,20.045454545454547
Eastern Cape,Chalumna,Sexual Offences,18,27,20,18,14,26,16,22,14,14,10,1,-0.909090909090909,22.63636363636364
North West,Bedwang,Sexual Offences,18,24,25,14,16,19,16,13,11,15,14,1,-0.9090909090909087,21.363636363636363
Gauteng,Nigel,Sexual Offences,39,45,52,41,37,45,37,38,51,31,32,1,-0.9090909090909078,45.27272727272727
Limpopo,Hlanganani,Sexual Offences,54,42,45,48,55,57,65,39,30,43,44,1,-0.9000000000000001,51.95454545454547
Gauteng,Wonderboompoort,Sexual Offences,17,25,20,36,28,25,25,26,11,13,17,1,-0.89090909090909,26.54545454545455
North West,Swartruggens,Sexual Offences,32,23,23,17,28,21,19,26,18,14,21,1,-0.8818181818181816,26.409090909090914
Kwazulu/Natal,Umsunduzi,Sexual Offences,35,26,24,30,42,26,30,37,24,20,20,1,-0.8818181818181814,32.95454545454545
Kwazulu/Natal,Creighton,Sexual Offences,15,24,19,30,29,22,27,12,11,14,16,1,-0.8818181818181805,24.318181818181806
Limpopo,Modjadjiskloof,Sexual Offences,43,32,33,25,28,24,35,30,28,20,33,1,-0.8727272727272715,34.45454545454545
Eastern Cape,Kidds Beach,Sexual Offences,26,21,19,21,29,23,12,21,17,14,17,1,-0.8727272727272715,24.363636363636356
Western Cape,Rawsonville,Sexual Offences,49,39,48,41,39,50,59,41,44,33,33,1,-0.872727272727271,47.63636363636364
Free State,Parys,Sexual Offences,16,26,15,25,20,17,8,8,13,14,17,1,-0.8636363636363629,20.59090909090909
Western Cape,Heidelberg(C),Sexual Offences,23,30,29,21,21,21,14,22,22,14,22,1,-0.8636363636363626,26.04545454545454
Eastern Cape,Ntabethemba,Sexual Offences,22,51,22,19,24,15,19,23,18,31,21,1,-0.854545454545455,28.363636363636367
Free State,Mafube,Sexual Offences,27,33,31,30,36,45,23,21,24,25,25,1,-0.8545454545454532,33.36363636363636
Limpopo,Makhado,Sexual Offences,57,47,32,46,33,40,41,56,42,38,34,1,-0.8454545454545453,46.59090909090909
Free State,Jagersfontein,Sexual Offences,15,14,9,16,7,9,10,11,7,3,8,1,-0.8363636363636359,14.090909090909092
Western Cape,Caledon,Sexual Offences,46,48,43,31,48,50,32,61,36,48,23,1,-0.8363636363636359,46.54545454545455
Western Cape,Gordons Bay,Sexual Offences,19,13,18,13,20,17,17,8,10,13,8,1,-0.8363636363636358,18.363636363636363
Western Cape,Mossel Bay,Sexual Offences,9,18,14,14,31,9,4,6,11,8,9,1,-0.8363636363636358,16.272727272727273
Western Cape,Pinelands,Sexual Offences,17,17,12,12,14,19,23,8,10,12,4,1,-0.8181818181818182,17.54545454545455
Northern Cape,Bothithong,Sexual Offences,28,40,28,24,28,33,28,17,26,30,22,1,-0.8181818181818175,31.727272727272734
Free State,Botshabelo,Sexual Offences,134,120,134,153,136,147,123,168,151,113,108,1,-0.8181818181818146,139.27272727272725
Mpumalanga,'Low''S Creek',Sexual Offences,4,12,12,11,12,9,3,8,5,0,3,1,-0.8090909090909085,11.227272727272727
