Province,Station,Category,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,Severity,Slope,Residual
Mpumalanga,Dullstroom,Sexual Offences,7,5,18,2,5,6,4,2,4,1,1,1,-0.8090909090909085,9.045454545454543
Eastern Cape,St Francis Bay,Sexual Offences,0,0,0,0,0,11,16,13,4,13,9,1,-0.8000000000000004,17.0
Limpopo,Northam,Sexual Offences,30,28,27,32,20,30,30,23,17,21,26,1,-0.781818181818182,29.727272727272734
Gauteng,Boschkop,Sexual Offences,29,29,24,27,26,23,30,18,24,16,25,1,-0.7818181818181812,28.545454545454547
North West,Sannieshof,Sexual Offences,17,28,19,15,20,17,20,14,19,12,13,1,-0.7818181818181812,21.54545454545454
Northern Cape,Sunrise,Sexual Offences,43,22,26,24,23,27,25,31,15,16,34,1,-0.7818181818181811,29.909090909090914
Mpumalanga,Barberton,Sexual Offences,79,81,82,80,113,95,83,82,91,58,80,1,-0.7818181818181794,87.90909090909089
Free State,Viljoensdrif,Sexual Offences,7,10,5,8,5,4,4,2,6,0,0,1,-0.7727272727272724,8.5
Limpopo,Tshitale,Sexual Offences,24,16,23,15,18,32,19,16,14,17,11,1,-0.7727272727272716,22.499999999999996
Eastern Cape,Hankey,Sexual Offences,29,28,36,34,31,33,25,27,23,19,31,1,-0.7727272727272706,32.590909090909086
Mpumalanga,Maartenshoop,Sexual Offences,8,7,4,1,1,2,0,0,0,0,0,1,-0.7545454545454542,5.863636363636362
Northern Cape,Port Nolloth,Sexual Offences,9,19,28,11,7,13,11,11,17,2,12,1,-0.7454545454545455,16.454545454545457
Limpopo,Roossenekal,Sexual Offences,17,5,2,4,4,4,6,2,2,4,2,1,-0.7363636363636363,8.409090909090912
North West,Ottoshoop,Sexual Offences,12,13,11,19,5,9,10,8,6,7,7,1,-0.7363636363636357,13.409090909090908
Free State,Vierfontein,Sexual Offences,13,13,12,17,11,6,4,5,12,3,11,1,-0.7363636363636351,13.409090909090907
North West,Amalia,Sexual Offences,11,9,16,9,18,8,5,11,5,7,5,1,-0.7272727272727268,13.09090909090909
Mpumalanga,Fernie,Sexual Offences,29,18,15,11,13,19,15,15,16,15,13,1,-0.7181818181818181,19.86363636363636
Western Cape,Barrydale,Sexual Offences,12,24,16,27,21,28,13,18,16,12,11,1,-0.718181818181818,21.590909090909093
Gauteng,Sebenza,Sexual Offences,12,10,13,23,16,21,22,9,13,7,3,1,-0.7181818181818177,17.136363636363633
North West,Stella,Sexual Offences,20,10,14,17,13,11,16,6,11,11,9,1,-0.7181818181818174,16.136363636363633
Mpumalanga,Greylingstad,Sexual Offences,17,13,7,10,6,21,12,10,10,6,4,1,-0.7090909090909089,14.090909090909093
Mpumalanga,Evander,Sexual Offences,30,8,3,13,18,19,6,8,8,9,15,1,-0.7090909090909085,15.999999999999998
Western Cape,Stanford,Sexual Offences,12,6,13,20,14,8,7,6,3,13,4,1,-0.6999999999999994,13.136363636363635
Kwazulu/Natal,Southport,Sexual Offences,30,28,18,13,34,37,26,20,20,12,25,1,-0.6999999999999992,27.409090909090907
Northern Cape,Kanoneiland,Sexual Offences,9,17,12,20,13,10,11,9,6,6,11,1,-0.6909090909090907,14.727272727272728
Kwazulu/Natal,Mid Illovo,Sexual Offences,24,16,14,15,13,5,14,10,12,17,11,1,-0.6909090909090906,17.181818181818183
Gauteng,Hekpoort,Sexual Offences,0,0,10,11,8,8,11,8,9,6,3,1,-0.6833333333333337,12.322222222222225
Kwazulu/Natal,Mayville-Kzn,Sexual Offences,30,37,28,47,30,21,19,35,27,33,26,1,-0.6727272727272712,33.636363636363626
Limpopo,Laersdrift,Sexual Offences,9,4,7,10,5,2,9,1,1,0,4,1,-0.6636363636363635,8.045454545454547
Mpumalanga,Kaapmuiden,Sexual Offences,3,7,5,11,10,3,3,1,1,1,1,1,-0.6636363636363635,7.5
Kwazulu/Natal,Mandeni,Sexual Offences,28,15,20,32,16,25,23,25,14,13,20,1,-0.6636363636363626,24.318181818181813
Eastern Cape,Inyibiba,Sexual Offences,80,74,74,95,95,82,64,72,67,59,97,1,-0.6636363636363604,81.4090909090909
Eastern Cape,Glen Grey,Sexual Offences,30,45,40,42,38,50,27,36,34,31,35,1,-0.6545454545454549,40.36363636363638
Gauteng,Bedfordview,Sexual Offences,25,21,22,23,18,28,22,18,15,21,16,1,-0.6545454545454543,24.090909090909093
Limpopo,Tinmyne,Sexual Offences,44,38,39,29,34,37,32,32,38,41,27,1,-0.6545454545454532,38.81818181818181
Eastern Cape,Aliwal North,Sexual Offences,41,29,32,41,27,26,43,36,29,32,25,1,-0.6454545454545456,36.04545454545454
Western Cape,Kleinmond,Sexual Offences,17,10,17,17,12,11,11,26,7,8,7,1,-0.6454545454545453,16.22727272727273
Mpumalanga,Breyten,Sexual Offences,13,26,19,23,25,12,18,19,15,15,13,1,-0.6454545454545447,21.22727272727273
Eastern Cape,Gonubie,Sexual Offences,47,48,45,40,43,51,40,64,60,33,27,1,-0.636363636363635,48.45454545454546
Free State,Hertzogville,Sexual Offences,20,36,24,22,25,24,26,25,13,24,21,1,-0.627272727272727,26.77272727272728
Free State,Koppies,Sexual Offences,27,33,17,26,13,16,28,31,20,16,20,1,-0.6272727272727268,25.590909090909093
Western Cape,Dysselsdorp,Sexual Offences,16,17,21,19,25,17,14,19,8,11,17,1,-0.6272727272727263,19.86363636363636
Western Cape,Franschhoek,Sexual Offences,32,38,34,31,32,48,44,29,39,20,28,1,-0.6272727272727252,37.22727272727272
Kwazulu/Natal,Madadeni,Sexual Offences,147,153,150,134,138,138,153,151,151,139,134,1,-0.6272727272727232,147.50000000000006
Eastern Cape,Tarkastad,Sexual Offences,22,24,22,20,18,6,8,7,20,20,20,1,-0.6181818181818184,20.090909090909097
Eastern Cape,Kleinbulhoek,Sexual Offences,9,10,11,17,12,9,10,9,0,7,8,1,-0.6181818181818182,12.363636363636367
Free State,Reddersburg,Sexual Offences,14,26,12,17,7,21,26,10,11,11,12,1,-0.6181818181818179,18.272727272727277
Kwazulu/Natal,Gingindlovu,Sexual Offences,43,44,33,36,43,43,32,41,40,42,27,1,-0.6181818181818177,41.63636363636364
Western Cape,Saron,Sexual Offences,26,16,21,15,23,24,14,9,19,11,22,1,-0.6090909090909092,21.227272727272734
Eastern Cape,Venterstad,Sexual Offences,15,10,10,9,15,14,9,9,5,6,9,1,-0.6090909090909082,13.136363636363633
Kwazulu/Natal,Intsikeni,Sexual Offences,26,41,68,49,42,37,28,32,28,39,48,1,-0.5999999999999986,42.81818181818182
Kwazulu/Natal,Kokstad,Sexual Offences,62,59,66,83,64,84,62,93,61,62,46,1,-0.5909090909090915,70.40909090909093
Limpopo,Elandskraal,Sexual Offences,14,18,19,22,26,28,14,16,13,16,11,1,-0.5909090909090906,20.863636363636363
Western Cape,De Doorns,Sexual Offences,80,65,48,43,63,68,67,63,65,60,52,1,-0.5909090909090875,64.2272727272727
Kwazulu/Natal,Ntabamhlophe,Sexual Offences,51,38,50,36,42,45,32,34,41,46,40,1,-0.5818181818181816,44.27272727272728
Mpumalanga,Witrivier,Sexual Offences,29,36,19,21,33,43,34,26,21,17,28,1,-0.5818181818181802,30.818181818181813
Kwazulu/Natal,Magudu,Sexual Offences,9,12,3,6,6,8,6,6,2,7,1,1,-0.5727272727272725,8.863636363636363
Eastern Cape,Thornhill,Sexual Offences,10,19,16,16,22,18,13,8,20,9,8,1,-0.572727272727272,17.318181818181817
Western Cape,De Rust,Sexual Offences,10,14,18,6,9,10,14,5,11,3,10,1,-0.5636363636363633,12.818181818181818
Eastern Cape,Bell,Sexual Offences,20,14,12,12,14,17,16,11,11,8,13,1,-0.5636363636363632,16.272727272727273
Western Cape,Darling,Sexual Offences,26,20,24,25,7,28,13,14,11,27,19,1,-0.5636363636363632,22.272727272727277
Western Cape,Piketberg,Sexual Offences,30,29,36,28,27,23,20,31,27,28,24,1,-0.5636363636363632,30.363636363636367
Western Cape,Riversdale,Sexual Offences,24,30,21,23,44,39,33,22,26,23,17,1,-0.5545454545454543,30.227272727272734
Free State,Jacobsdal,Sexual Offences,31,17,21,21,14,21,23,19,17,16,21,1,-0.5545454545454538,22.863636363636363
Gauteng,Parkview,Sexual Offences,13,16,17,25,20,29,13,11,12,11,15,1,-0.5454545454545449,19.272727272727273
Western Cape,Table Bay Harbour,Sexual Offences,9,10,8,5,9,2,12,3,4,2,6,1,-0.5454545454545449,9.09090909090909
Mpumalanga,Amersfoort,Sexual Offences,34,31,36,35,34,30,25,43,25,35,24,1,-0.5454545454545435,34.72727272727272
Kwazulu/Natal,Kranskop,Sexual Offences,43,52,42,46,56,57,58,57,48,38,34,1,-0.5363636363636369,50.95454545454546
Northern Cape,Steinkopf,Sexual Offences,9,14,13,13,16,18,13,8,4,13,6,1,-0.5363636363636368,14.22727272727273
Kwazulu/Natal,Sydenham,Sexual Offences,85,71,76,68,73,86,80,76,77,66,72,1,-0.5363636363636355,78.13636363636364
Northern Cape,Fraserburg,Sexual Offences,12,10,5,7,8,5,5,6,7,4,5,1,-0.527272727272727,9.363636363636363
North West,Ventersdorp,Sexual Offences,74,65,66,85,83,85,55,70,98,61,58,1,-0.5272727272727221,75.36363636363635
Northern Cape,Roodepan,Sexual Offences,67,78,59,68,43,41,63,73,80,43,65,1,-0.5181818181818146,64.40909090909089
Kwazulu/Natal,Mpophomeni,Sexual Offences,50,23,29,47,36,29,36,24,29,33,40,1,-0.5090909090909087,36.727272727272734
Kwazulu/Natal,Mkhuze,Sexual Offences,20,12,9,20,14,16,22,10,16,12,7,1,-0.5090909090909084,16.90909090909091
Kwazulu/Natal,Ekombe,Sexual Offences,25,25,22,17,31,40,31,19,18,12,26,1,-0.4999999999999997,26.681818181818183
Kwazulu/Natal,Ceza,Sexual Offences,14,21,21,16,18,27,22,17,18,8,14,1,-0.49999999999999883,20.318181818181817
North West,Assen,Sexual Offences,8,8,7,5,7,1,6,9,3,2,3,1,-0.4909090909090909,7.81818181818182
Free State,Luckhoff,Sexual Offences,10,18,6,16,19,5,13,8,11,5,11,1,-0.4909090909090905,13.545454545454545
Free State,Steynsrus,Sexual Offences,16,9,10,9,12,17,15,8,11,5,8,1,-0.4727272727272722,13.272727272727272
North West,Buffelshoek,Sexual Offences,4,6,6,14,10,16,10,3,4,4,1,1,-0.46363636363636357,9.40909090909091
Eastern Cape,Seven Fountains,Sexual Offences,9,3,3,6,5,2,4,4,3,3,0,1,-0.45454545454545453,6.090909090909092
Eastern Cape,Hamburg,Sexual Offences,8,8,4,3,1,3,5,2,2,4,2,1,-0.4545454545454545,6.090909090909093
North West,Morokweng,Sexual Offences,32,39,29,18,38,28,37,28,22,27,32,1,-0.4545454545454542,32.27272727272727
North West,Potchefstroom,Sexual Offences,101,84,96,104,90,102,104,129,101,83,76,1,-0.45454545454545003,99.54545454545453
Eastern Cape,Baviaanskloof,Sexual Offences,8,2,5,1,0,1,0,1,3,0,1,1,-0.44545454545454527,4.2272727272727275
Mpumalanga,Wakkerstroom,Sexual Offences,7,11,6,8,12,5,8,4,5,5,5,1,-0.4454545454545449,9.136363636363633
Western Cape,Villiersdorp,Sexual Offences,41,35,39,38,44,52,35,49,32,41,28,1,-0.4454545454545448,41.681818181818194
North West,Zeerust,Sexual Offences,36,47,42,36,42,48,68,36,45,30,33,1,-0.43636363636363606,44.27272727272728
Free State,Marquard,Sexual Offences,22,29,22,23,37,42,15,8,17,30,25,1,-0.43636363636363523,26.72727272727273
Western Cape,Porterville,Sexual Offences,19,19,41,35,33,25,29,25,39,17,17,1,-0.43636363636363473,29.36363636363636
Western Cape,Klawer,Sexual Offences,23,25,37,26,25,24,23,28,24,15,29,1,-0.42727272727272725,27.500000000000007
Northern Cape,Wrenchville,Sexual Offences,9,8,11,15,3,8,10,14,4,9,2,1,-0.42727272727272725,10.590909090909092
Western Cape,Camps Bay,Sexual Offences,8,7,6,5,10,13,8,7,6,1,3,1,-0.42727272727272697,8.863636363636363
North West,Jericho,Sexual Offences,22,14,17,19,27,28,17,11,15,14,19,1,-0.42727272727272697,20.59090909090909
Limpopo,Tshaulu,Sexual Offences,11,20,13,16,24,12,12,11,14,13,11,1,-0.4272727272727268,16.40909090909091
Kwazulu/Natal,Hlabisa,Sexual Offences,20,16,43,26,30,31,22,26,26,24,16,1,-0.4272727272727268,27.59090909090909
Northern Cape,Modder River,Sexual Offences,34,26,39,32,41,37,39,37,25,29,29,1,-0.4272727272727267,35.59090909090909
Western Cape,Genadendal,Sexual Offences,11,19,16,15,23,23,16,19,18,13,5,1,-0.4272727272727266,18.318181818181817
Kwazulu/Natal,St Faiths,Sexual Offences,27,26,27,24,21,20,19,15,23,21,28,1,-0.42727272727272586,24.954545454545453
Mpumalanga,Volksrust,Sexual Offences,37,39,26,30,30,30,33,20,30,31,35,1,-0.42727272727272586,33.136363636363626
Western Cape,Mcgregor,Sexual Offences,15,12,6,5,8,7,8,8,9,8,6,1,-0.4181818181818182,10.454545454545455
Mpumalanga,'Pilgrim''S Rest',Sexual Offences,6,4,2,3,3,2,3,1,0,0,2,1,-0.41818181818181793,4.454545454545453
Mpumalanga,Trichardt,Sexual Offences,7,11,15,15,7,1,5,12,9,6,7,1,-0.4181818181818179,10.727272727272728
Limpopo,Sekhukhune,Sexual Offences,38,51,53,52,63,57,48,61,54,43,34,1,-0.4181818181818173,52.45454545454546
Limpopo,Magatle,Sexual Offences,52,54,44,52,41,49,64,47,43,40,52,1,-0.41818181818181704,50.99999999999999
Eastern Cape,Joubertina,Sexual Offences,35,51,41,56,57,59,40,49,39,35,46,1,-0.41818181818181616,48.27272727272727
Western Cape,Belhar,Sexual Offences,0,0,10,59,87,67,50,56,42,51,35,1,-0.41666666666666846,53.27777777777779
Western Cape,'Simon''S Town',Sexual Offences,9,8,19,7,9,11,10,10,6,11,4,1,-0.4090909090909091,11.500000000000002
Mpumalanga,Bethal,Sexual Offences,26,18,14,19,21,18,20,22,17,17,15,1,-0.409090909090909,20.863636363636367
Northern Cape,Alexander Bay,Sexual Offences,10,4,7,7,8,8,4,4,6,6,2,1,-0.40909090909090895,8.045454545454547
Kwazulu/Natal,Kingsley,Sexual Offences,5,5,4,5,7,4,3,3,1,3,1,1,-0.40909090909090884,5.7727272727272725
Eastern Cape,Maletswai,Sexual Offences,57,42,24,25,32,39,41,40,25,29,50,1,-0.40909090909090773,38.772727272727266
Eastern Cape,Kwadwesi,Sexual Offences,74,92,58,91,102,90,88,85,86,80,63,1,-0.4090909090909063,84.68181818181816
Kwazulu/Natal,Ulundi,Sexual Offences,69,72,68,81,69,88,71,82,85,67,53,1,-0.4090909090909055,75.22727272727272
Northern Cape,Heuningvlei,Sexual Offences,7,9,12,7,6,10,7,4,4,4,8,1,-0.39999999999999986,9.09090909090909
North West,Lehurutshe,Sexual Offences,64,83,57,68,59,66,66,84,64,42,76,1,-0.39999999999999886,68.27272727272728
Kwazulu/Natal,Nsuze,Sexual Offences,38,36,46,37,53,41,44,35,43,42,29,1,-0.3909090909090905,42.318181818181834
Western Cape,Napier,Sexual Offences,14,7,13,14,9,7,12,6,10,8,9,1,-0.39090909090909043,11.863636363636363
Northern Cape,Williston,Sexual Offences,6,12,4,17,12,10,3,5,8,4,8,1,-0.3909090909090904,10.045454545454543
Limpopo,Vaalwater,Sexual Offences,27,26,28,18,16,22,18,16,19,20,29,1,-0.3909090909090904,23.68181818181818
Eastern Cape,Alicedale,Sexual Offences,12,6,3,5,7,3,8,6,2,3,6,1,-0.38181818181818167,7.454545454545455
Limpopo,Apel,Sexual Offences,26,34,35,36,36,26,29,33,29,20,35,1,-0.3818181818181812,32.72727272727273
Western Cape,Uniondale,Sexual Offences,26,16,37,22,17,20,29,20,25,20,20,1,-0.38181818181818106,24.818181818181824
Mpumalanga,Standerton,Sexual Offences,52,71,61,69,80,73,57,73,71,53,55,1,-0.38181818181817984,66.9090909090909
Limpopo,'Rankin''S Pass',Sexual Offences,4,6,3,7,9,3,1,4,1,1,4,1,-0.3636363636363636,5.727272727272727
Gauteng,Or Tambo Intern Airp,Sexual Offences,4,6,7,9,17,7,4,1,8,5,2,1,-0.36363636363636337,8.181818181818183
Free State,Warden,Sexual Offences,19,26,13,14,19,12,24,24,18,16,11,1,-0.36363636363636254,19.636363636363633
Kwazulu/Natal,Thornville,Sexual Offences,20,17,20,21,21,23,17,6,13,16,24,1,-0.35454545454545344,19.772727272727266
Northern Cape,Delportshoop,Sexual Offences,28,19,17,10,16,19,20,15,15,11,25,1,-0.35454545454545333,19.499999999999996
Limpopo,Cumberland,Sexual Offences,3,3,4,3,4,2,5,1,0,1,0,1,-0.3454545454545451,4.09090909090909
Free State,Reitz,Sexual Offences,26,19,30,40,20,62,28,25,23,24,23,1,-0.34545454545454446,30.818181818181817
Eastern Cape,Seafield,Sexual Offences,4,4,2,2,2,2,3,1,2,0,0,1,-0.3363636363636361,3.6818181818181808
Gauteng,Crystalpark,Sexual Offences,34,34,30,25,36,33,28,25,22,24,41,1,-0.3363636363636355,31.86363636363636
Eastern Cape,Ikamvelihle,Sexual Offences,0,24,74,77,64,84,60,52,89,52,35,1,-0.3333333333333351,62.93333333333335
Eastern Cape,Pearston,Sexual Offences,15,9,10,10,10,10,9,10,9,6,11,1,-0.32727272727272744,11.54545454545455
Northern Cape,Kenhardt,Sexual Offences,16,11,10,8,17,8,3,7,4,8,18,1,-0.3272727272727267,11.636363636363635
Eastern Cape,Jeffreys Bay,Sexual Offences,43,41,27,45,49,42,36,43,44,36,33,1,-0.3272727272727255,41.54545454545455
Gauteng,Norkempark,Sexual Offences,54,40,44,52,65,67,53,47,51,40,47,1,-0.32727272727272544,52.54545454545454
Eastern Cape,Alice,Sexual Offences,72,74,62,68,74,80,75,83,76,57,64,1,-0.31818181818181857,72.95454545454548
Kwazulu/Natal,Van Reenen,Sexual Offences,2,9,4,3,4,3,3,3,3,0,3,1,-0.3181818181818184,4.954545454545457
Western Cape,Table View,Sexual Offences,57,57,52,65,66,70,64,57,52,54,56,1,-0.3181818181818165,60.68181818181818
Kwazulu/Natal,Swartberg,Sexual Offences,8,4,4,4,6,6,2,4,4,4,2,1,-0.3090909090909092,5.909090909090911
Limpopo,Pienaarsrivier,Sexual Offences,6,2,4,7,3,3,4,1,3,2,2,1,-0.3090909090909091,4.909090909090909
Free State,Gariepdam,Sexual Offences,5,2,1,7,1,4,1,1,3,0,1,1,-0.3090909090909089,3.9090909090909087
Northern Cape,Campbell,Sexual Offences,11,11,9,12,3,5,13,13,9,7,5,1,-0.30909090909090886,10.454545454545455
Limpopo,Malipsdrift,Sexual Offences,8,8,15,12,9,8,9,12,7,8,6,1,-0.3090909090909086,10.818181818181818
Western Cape,Eendekuil,Sexual Offences,10,8,13,10,5,12,9,4,4,11,8,1,-0.29999999999999993,10.045454545454547
Northern Cape,Brandvlei,Sexual Offences,9,4,3,7,3,4,3,5,5,4,2,1,-0.2999999999999997,5.954545454545454
Kwazulu/Natal,Himeville,Sexual Offences,23,17,14,10,20,19,17,14,13,17,16,1,-0.2999999999999997,17.86363636363636
Eastern Cape,Steynsburg,Sexual Offences,11,17,15,19,12,15,12,15,13,6,16,1,-0.2999999999999996,15.22727272727273
Free State,Petrus Steyn,Sexual Offences,18,14,17,15,29,14,20,17,17,12,14,1,-0.29999999999999877,18.499999999999996
Limpopo,Ohrigstad,Sexual Offences,2,5,3,2,4,2,0,0,0,0,3,1,-0.290909090909091,3.3636363636363646
Gauteng,Fairland,Sexual Offences,10,10,5,6,10,9,3,5,9,5,7,1,-0.290909090909091,8.636363636363638
Free State,Glen,Sexual Offences,9,5,7,5,10,2,3,6,3,5,6,1,-0.29090909090909073,6.999999999999999
Free State,Verkeerdevlei,Sexual Offences,5,9,10,5,5,6,6,8,4,5,4,1,-0.2909090909090906,7.545454545454545
Gauteng,Dunnottar,Sexual Offences,10,8,6,8,11,9,13,8,7,5,5,1,-0.29090909090909056,9.636363636363637
Free State,Tweespruit,Sexual Offences,10,8,12,12,7,11,8,16,11,6,4,1,-0.29090909090909056,11.000000000000004
Kwazulu/Natal,Maphumulo,Sexual Offences,36,56,48,54,67,50,42,37,46,58,41,1,-0.29090909090909006,50.09090909090909
North West,Bloemhof,Sexual Offences,58,38,66,62,36,60,58,53,57,61,38,1,-0.28181818181817964,54.772727272727266
North West,Coligny,Sexual Offences,31,31,36,44,37,43,41,25,42,31,28,1,-0.2818181818181796,36.772727272727266
Eastern Cape,Fort Beaufort,Sexual Offences,48,43,53,50,63,53,53,54,51,50,38,1,-0.2727272727272727,51.90909090909093
Kwazulu/Natal,Nottingham Road,Sexual Offences,7,11,5,8,4,13,3,8,3,4,8,1,-0.2727272727272727,8.090909090909092
North West,Nietverdiend,Sexual Offences,5,7,10,10,8,2,8,9,5,5,4,1,-0.2727272727272726,8.0
Eastern Cape,Kei Road,Sexual Offences,5,2,7,11,8,6,5,4,5,4,2,1,-0.2727272727272726,6.727272727272728
Gauteng,Sandringham,Sexual Offences,37,24,29,38,32,43,38,32,35,36,19,1,-0.2727272727272718,34.36363636363637
Free State,Koffiefontein,Sexual Offences,19,22,32,26,39,30,31,31,28,22,15,1,-0.2727272727272715,28.18181818181818
Western Cape,Redelinghuys,Sexual Offences,4,11,7,7,10,9,13,10,1,6,4,1,-0.26363636363636367,8.772727272727275
Eastern Cape,Macleantown,Sexual Offences,15,27,23,23,16,9,17,16,16,21,21,1,-0.25454545454545485,19.81818181818182
Western Cape,Melkbosstrand,Sexual Offences,9,8,5,8,12,10,17,4,5,8,4,1,-0.25454545454545446,9.454545454545457
Northern Cape,Dingleton,Sexual Offences,5,6,8,7,4,10,3,7,4,6,2,1,-0.25454545454545435,6.909090909090908
Free State,Philippolis,Sexual Offences,9,8,20,9,10,9,12,15,17,6,4,1,-0.2545454545454542,12.09090909090909
Kwazulu/Natal,Utrecht,Sexual Offences,14,18,19,24,18,10,17,19,17,14,15,1,-0.2545454545454537,18.09090909090909
Eastern Cape,Ngqeleni,Sexual Offences,308,130,142,143,142,158,167,125,164,223,217,1,-0.25454545454545313,175.72727272727275
Kwazulu/Natal,Msinsini,Sexual Offences,27,31,22,26,35,28,36,32,29,28,17,1,-0.25454545454545313,29.54545454545454
Eastern Cape,Moyeni,Sexual Offences,16,12,10,11,7,13,10,14,7,9,13,1,-0.24545454545454568,12.318181818181822
Kwazulu/Natal,Glencoe,Sexual Offences,22,37,38,24,35,40,36,34,23,25,31,1,-0.2454545454545441,32.590909090909086
North West,Piet Plessis,Sexual Offences,6,9,7,4,4,10,3,13,3,5,3,1,-0.2363636363636363,7.272727272727273
Mpumalanga,Skukuza,Sexual Offences,3,5,1,2,5,2,0,1,1,4,0,1,-0.2363636363636362,3.3636363636363638
Northern Cape,Richmond(C),Sexual Offences,11,7,8,9,16,13,10,13,6,9,5,1,-0.2363636363636358,10.909090909090908
Limpopo,Dorset,Sexual Offences,2,5,1,4,2,3,1,0,0,3,1,1,-0.22727272727272715,3.136363636363636
Western Cape,Suurbraak,Sexual Offences,7,7,12,9,4,5,3,4,6,8,7,1,-0.22727272727272702,7.681818181818182
Limpopo,Mutale,Sexual Offences,43,41,37,34,42,33,36,36,44,50,27,1,-0.22727272727272702,39.590909090909086
Free State,Vrede,Sexual Offences,27,18,26,18,13,27,28,20,17,20,22,1,-0.2272727272727269,22.590909090909086
Mpumalanga,Amsterdam,Sexual Offences,35,14,23,18,13,24,22,24,21,24,19,1,-0.2272727272727264,22.681818181818183
Free State,Fouriesburg,Sexual Offences,24,23,15,27,20,19,16,23,24,18,20,1,-0.2272727272727263,21.954545454545453
Limpopo,Mogwadi,Sexual Offences,22,35,33,33,30,30,35,34,24,25,29,1,-0.22727272727272502,31.13636363636363
Kwazulu/Natal,Muden,Sexual Offences,12,14,7,9,11,8,9,7,5,11,12,1,-0.21818181818181834,10.63636363636364
Limpopo,Rooiberg,Sexual Offences,6,6,2,4,4,7,3,7,1,2,4,1,-0.21818181818181812,5.272727272727273
Northern Cape,Britstown,Sexual Offences,17,12,8,7,8,9,13,17,14,9,6,1,-0.21818181818181787,12.000000000000002
Northern Cape,Vioolsdrif,Sexual Offences,5,2,5,10,6,12,7,6,2,5,1,1,-0.21818181818181775,6.636363636363635
Northern Cape,Lime Acres,Sexual Offences,3,6,3,2,6,3,1,5,4,3,0,1,-0.20909090909090916,4.318181818181818
Limpopo,Gravelotte,Sexual Offences,1,7,4,2,3,1,6,1,1,2,2,1,-0.20909090909090905,3.772727272727274
Eastern Cape,Healdtown,Sexual Offences,11,12,6,1,4,15,13,6,8,10,3,1,-0.20909090909090902,9.136363636363637
North West,Cyferskuil,Sexual Offences,23,13,24,23,18,19,26,23,17,18,17,1,-0.20909090909090772,21.136363636363633
Western Cape,Kirstenhof,Sexual Offences,35,41,47,54,56,41,35,51,44,33,44,1,-0.20909090909090652,44.77272727272728
Kwazulu/Natal,Wasbank,Sexual Offences,1,13,7,3,3,1,6,6,5,3,4,1,-0.2,5.727272727272729
Mpumalanga,Charl Cilliers,Sexual Offences,2,6,3,3,5,0,3,3,2,3,1,1,-0.19999999999999998,3.818181818181819
Eastern Cape,Wolwefontein,Sexual Offences,4,2,1,1,0,2,0,0,2,0,1,1,-0.1999999999999999,2.181818181818182
Kwazulu/Natal,Normandien,Sexual Offences,3,5,3,3,3,3,1,3,5,1,1,1,-0.19999999999999976,3.8181818181818166
Eastern Cape,Adelaide,Sexual Offences,24,18,20,13,17,18,25,18,18,17,18,1,-0.19999999999999962,19.72727272727273
Kwazulu/Natal,Hluhluwe,Sexual Offences,33,23,28,20,26,30,20,25,25,25,28,1,-0.19999999999999896,26.72727272727272
Limpopo,Letsitele,Sexual Offences,97,94,78,74,81,95,91,83,94,87,83,1,-0.1999999999999971,87.99999999999999
Eastern Cape,Ngangelizwe,Sexual Offences,245,71,47,53,60,68,69,81,294,74,77,1,-0.19999999999999707,104.54545454545453
Western Cape,Lambertsbaai,Sexual Offences,15,16,11,10,18,14,17,13,11,12,13,1,-0.19090909090909106,14.590909090909097
Northern Cape,Middelpos,Sexual Offences,3,2,2,2,2,2,3,2,1,1,0,1,-0.19090909090909083,2.7727272727272734
Kwazulu/Natal,Nhlanhleni,Sexual Offences,24,34,28,30,31,31,28,42,26,20,28,1,-0.19090909090909006,30.227272727272723
Mpumalanga,Matsulu,Sexual Offences,65,77,52,73,79,69,69,62,66,73,62,1,-0.19090909090908953,68.86363636363636
Gauteng,Reigerpark,Sexual Offences,79,82,64,65,75,89,59,87,86,72,64,1,-0.19090909090908723,75.68181818181817
Limpopo,Siloam,Sexual Offences,55,56,42,38,57,44,43,54,45,53,48,1,-0.18181818181818224,49.545454545454554
Free State,Tumahole,Sexual Offences,59,61,50,47,48,69,52,63,58,51,51,1,-0.18181818181817985,56.27272727272728
Free State,Wanda,Sexual Offences,3,0,1,3,0,0,1,0,0,1,0,1,-0.17272727272727276,1.6818181818181819
Free State,Verkykerskop,Sexual Offences,3,3,3,1,2,1,2,3,0,2,1,1,-0.17272727272727273,2.7727272727272734
Eastern Cape,Sterkstroom,Sexual Offences,18,14,22,12,14,16,18,15,18,11,17,1,-0.1727272727272725,16.772727272727277
Kwazulu/Natal,Dalton,Sexual Offences,18,16,12,12,22,12,15,10,19,10,17,1,-0.17272727272727215,15.681818181818183
Kwazulu/Natal,Cramond,Sexual Offences,11,7,10,7,10,9,5,8,4,9,10,1,-0.1636363636363637,9.000000000000002
Limpopo,Saamboubrug,Sexual Offences,1,5,2,1,0,1,1,1,1,1,1,1,-0.16363636363636358,2.1818181818181817
Limpopo,Mara,Sexual Offences,10,6,11,13,6,4,4,13,5,9,8,1,-0.16363636363636352,8.909090909090912
