Province,Station,Category,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,Severity,Slope,Residual
Western Cape,Pacaltsdorp,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Mpumalanga,Volksrust,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Western Cape,Mowbray,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Kwazulu/Natal,Himeville,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Mpumalanga,Embalenhle,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Eastern Cape,Ilinge,Sexual offences as result of police action,0,0,0,0,0,0,1,1,0,0,0,1,0.02727272727272727,0.04545454545454546
Eastern Cape,Mount Ayliff,Sexual offences as result of police action,0,0,0,0,0,0,1,1,0,0,0,1,0.02727272727272727,0.04545454545454546
Eastern Cape,Healdtown,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Northern Cape,Rosedale,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Eastern Cape,Peddie,Sexual offences as result of police action,0,0,0,0,0,0,1,1,0,0,0,1,0.02727272727272727,0.04545454545454546
Mpumalanga,Kriel,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Free State,Zastron,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Western Cape,Lingelethu-West,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Northern Cape,Aggeneys,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
North West,Lichtenburg,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Western Cape,Atlantis,Sexual offences as result of police action,0,0,0,0,0,0,1,1,0,0,0,1,0.02727272727272727,0.04545454545454546
Mpumalanga,Leslie,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Eastern Cape,Beacon Bay,Sexual offences as result of police action,0,0,0,0,0,0,1,1,0,0,0,1,0.02727272727272727,0.04545454545454546
Limpopo,Seshego,Sexual offences as result of police action,0,0,0,0,0,0,1,1,0,0,0,1,0.02727272727272727,0.04545454545454546
Kwazulu/Natal,Maphumulo,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Western Cape,Suurbraak,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Eastern Cape,Lusikisiki,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Gauteng,Welbekend,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.02727272727272727,-0.04545454545454544
Eastern Cape,Venterstad,Sexual offences as result of police action,0,0,0,0,0,0,3,0,0,0,0,1,0.027272727272727282,0.13636363636363638
Gauteng,Protea Glen,Sexual offences as result of police action,0,0,0,0,0,0,3,0,0,0,0,1,0.027272727272727282,0.13636363636363638
North West,Huhudi,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,0,1,0.0303030303030303,-0.06666666666666675
Free State,Petrus Steyn,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Free State,Tumahole,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
North West,Stella,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Free State,Bayswater,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Western Cape,Dysselsdorp,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Kwazulu/Natal,Glendale,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Eastern Cape,Glen Grey,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Kwazulu/Natal,Ntuzuma,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Kwazulu/Natal,Dududu,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
North West,Makwassie,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Eastern Cape,Barkly East,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Mpumalanga,Barberton,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Mpumalanga,Evander,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Western Cape,Plettenberg Bay,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Limpopo,Malipsdrift,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Free State,Winburg,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Mpumalanga,Matsulu,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Kwazulu/Natal,Mondlo,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Free State,Theunissen,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Western Cape,Laingsburg,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Limpopo,Tuinplaas,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Northern Cape,Kathu,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Mpumalanga,Maartenshoop,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Free State,Wesselsbron,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Kwazulu/Natal,Westville,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Gauteng,Khutsong,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
North West,Kanana,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Eastern Cape,Dordrecht,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Western Cape,Brackenfell,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
North West,Biesiesvlei,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,0,1,0.03636363636363635,-0.09090909090909084
Mpumalanga,Carolina,Sexual offences as result of police action,0,0,0,0,0,0,0,2,0,0,0,1,0.036363636363636355,1.38869409450477e-17
Gauteng,De Deur,Sexual offences as result of police action,0,0,0,0,0,0,0,2,0,0,0,1,0.036363636363636355,1.38869409450477e-17
Eastern Cape,New Brighton,Sexual offences as result of police action,0,0,0,0,0,0,0,2,0,0,0,1,0.036363636363636355,1.38869409450477e-17
Western Cape,Barrydale,Sexual offences as result of police action,0,0,0,0,0,0,0,2,0,0,0,1,0.036363636363636355,1.38869409450477e-17
Gauteng,Or Tambo Intern Airp,Sexual offences as result of police action,0,0,0,0,0,0,0,2,0,0,0,1,0.036363636363636355,1.38869409450477e-17
Free State,Virginia,Sexual offences as result of police action,0,0,0,0,0,0,0,2,0,0,0,1,0.036363636363636355,1.38869409450477e-17
Eastern Cape,Kwanobuhle,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
Free State,Reitz,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
Free State,Bultfontein,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
Gauteng,Reigerpark,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
Eastern Cape,Keiskammahoek,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
Gauteng,Daveyton,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
Eastern Cape,Inyibiba,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
Gauteng,Duduza,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
North West,Stilfontein,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,0,1,0.03636363636363637,-3.6324784595340677e-17
North West,Taung,Sexual offences as result of police action,0,0,0,0,0,0,2,1,0,0,0,1,0.036363636363636376,0.09090909090909094
Gauteng,Lenasia South,Sexual offences as result of police action,0,0,0,0,0,0,2,1,0,0,0,1,0.036363636363636376,0.09090909090909094
Western Cape,Hout Bay,Sexual offences as result of police action,0,0,0,0,0,0,2,1,0,0,0,1,0.036363636363636376,0.09090909090909094
Western Cape,Franschhoek,Sexual offences as result of police action,0,0,0,0,0,0,2,1,0,0,0,1,0.036363636363636376,0.09090909090909094
Eastern Cape,Queenstown,Sexual offences as result of police action,0,0,0,0,0,0,2,1,0,0,0,1,0.036363636363636376,0.09090909090909094
Kwazulu/Natal,Nottingham Road,Sexual offences as result of police action,0,0,0,0,0,0,2,1,0,0,0,1,0.036363636363636376,0.09090909090909094
Mpumalanga,Tweefontein,Sexual offences as result of police action,0,0,0,0,0,0,4,0,0,0,0,1,0.036363636363636376,0.1818181818181818
Gauteng,Nigel,Sexual offences as result of police action,0,0,0,0,0,0,2,1,0,0,0,1,0.036363636363636376,0.09090909090909094
Eastern Cape,Alexandria,Sexual offences as result of police action,0,0,0,0,0,0,2,1,0,0,0,1,0.036363636363636376,0.09090909090909094
Limpopo,Zebediela,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,1,0,1,0.04545454545454544,-0.04545454545454536
Free State,Hennenman,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,1,0,1,0.04545454545454544,-0.04545454545454536
Western Cape,Bredasdorp,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,1,0,1,0.04545454545454544,-0.04545454545454536
Western Cape,Elsies River,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,1,0,1,0.04545454545454544,-0.04545454545454536
Kwazulu/Natal,Vryheid,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,1,0,1,0.04545454545454544,-0.04545454545454536
Western Cape,Cloetesville,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,1,0,1,0.04545454545454544,-0.04545454545454536
Gauteng,Diepkloof,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,1,0,1,0.04545454545454544,-0.04545454545454536
North West,Bedwang,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Mpumalanga,Amersfoort,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Kwazulu/Natal,Ekuvukeni,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Free State,Odendaalsrus,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Eastern Cape,Despatch,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Mpumalanga,Skukuza,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Eastern Cape,Grahamstown,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Free State,Boshof,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Free State,Selosesha,Sexual offences as result of police action,0,0,0,0,0,0,0,1,1,0,0,1,0.04545454545454545,-0.045454545454545386
Free State,Allanridge,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Mpumalanga,Greylingstad,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Kwazulu/Natal,Madadeni,Sexual offences as result of police action,0,0,0,0,0,0,0,1,1,0,0,1,0.04545454545454545,-0.045454545454545386
Western Cape,Kwanonqaba,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Free State,Kroonstad,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Limpopo,Mankweng,Sexual offences as result of police action,0,0,0,0,0,0,0,1,1,0,0,1,0.04545454545454545,-0.045454545454545386
Eastern Cape,Mqanduli,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Kwazulu/Natal,Msinsini,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Northern Cape,Hopetown,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Western Cape,Mbekweni,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Mpumalanga,Malelane,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Free State,Makwane,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
North West,Lethlabile,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Kwazulu/Natal,Utrecht,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Mpumalanga,Komatipoort,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Eastern Cape,Thornhill,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Eastern Cape,Middelburg(Ec),Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Limpopo,Magatle,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Northern Cape,Kakamas,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Eastern Cape,Sulenkama,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Western Cape,Tulbagh,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Western Cape,Klapmuts,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Eastern Cape,Kamesh,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Western Cape,Melkbosstrand,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,0,1,1,0.04545454545454545,-0.13636363636363635
Eastern Cape,Matatiele,Sexual offences as result of police action,0,0,0,0,0,0,1,2,0,0,0,1,0.045454545454545456,0.045454545454545525
Eastern Cape,Cambridge,Sexual offences as result of police action,0,0,0,0,0,0,1,2,0,0,0,1,0.045454545454545456,0.045454545454545525
North West,Brits,Sexual offences as result of police action,0,0,0,0,0,0,1,2,0,0,0,1,0.045454545454545456,0.045454545454545525
North West,Swartruggens,Sexual offences as result of police action,0,0,0,0,0,0,1,2,0,0,0,1,0.045454545454545456,0.045454545454545525
Kwazulu/Natal,Bhekithemba,Sexual offences as result of police action,0,0,0,0,0,0,1,2,0,0,0,1,0.045454545454545456,0.045454545454545525
Western Cape,Rondebosch,Sexual offences as result of police action,0,0,0,0,0,0,1,2,0,0,0,1,0.045454545454545456,0.045454545454545525
Western Cape,Pinelands,Sexual offences as result of police action,0,0,0,0,0,0,2,0,1,0,0,1,0.04545454545454546,0.04545454545454549
Western Cape,Manenberg,Sexual offences as result of police action,0,0,0,0,0,0,2,0,1,0,0,1,0.04545454545454546,0.04545454545454549
Eastern Cape,Mbizana,Sexual offences as result of police action,0,0,0,0,0,0,3,1,0,0,0,1,0.04545454545454548,0.13636363636363635
Western Cape,Belhar,Sexual offences as result of police action,0,0,0,0,0,0,2,0,0,1,0,1,0.049999999999999954,0.03333333333333354
Eastern Cape,Nemato,Sexual offences as result of police action,0,0,0,0,0,0,0,1,1,0,0,1,0.050000000000000044,-0.07777777777777813
Mpumalanga,Tonga,Sexual offences as result of police action,0,0,0,0,0,0,0,1,0,1,0,1,0.05454545454545453,-0.09090909090909081
Eastern Cape,Aliwal North,Sexual offences as result of police action,0,0,0,0,0,0,0,1,0,1,0,1,0.05454545454545453,-0.09090909090909081
Eastern Cape,Libode,Sexual offences as result of police action,0,0,0,0,0,0,0,1,0,1,0,1,0.05454545454545453,-0.09090909090909081
Gauteng,Eersterust,Sexual offences as result of police action,0,0,0,0,0,0,2,2,0,0,0,1,0.05454545454545454,0.09090909090909093
Limpopo,Namakgale,Sexual offences as result of police action,0,0,0,0,0,0,0,3,0,0,0,1,0.05454545454545454,7.653910117388479e-17
Northern Cape,Danielskuil,Sexual offences as result of police action,0,0,0,0,0,0,0,0,2,0,0,1,0.05454545454545454,-0.09090909090909088
Western Cape,Porterville,Sexual offences as result of police action,0,0,0,0,0,0,2,2,0,0,0,1,0.05454545454545454,0.09090909090909093
Gauteng,Naledi,Sexual offences as result of police action,0,0,0,0,0,0,2,0,0,1,0,1,0.05454545454545454,1.1001358486747705e-16
North West,Boitekong,Sexual offences as result of police action,0,0,0,0,0,0,0,0,2,0,0,1,0.05454545454545454,-0.09090909090909088
Mpumalanga,Belfast,Sexual offences as result of police action,0,0,0,0,0,0,2,0,0,1,0,1,0.05454545454545454,1.1001358486747705e-16
Eastern Cape,Ngangelizwe,Sexual offences as result of police action,0,0,0,0,0,0,0,0,2,0,0,1,0.05454545454545454,-0.09090909090909088
Kwazulu/Natal,Gowan Lea,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Free State,Smithfield,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Mpumalanga,Masoyi,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Western Cape,Riversdale,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Eastern Cape,Duncan Village,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
North West,Jouberton,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Gauteng,Muldersdrift,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Gauteng,Mamelodi,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Free State,Heidedal,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Gauteng,Tokoza,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,0,1,1,0.05454545454545456,-0.09090909090909088
Eastern Cape,Sterkspruit,Sexual offences as result of police action,0,0,0,0,0,0,6,0,0,0,0,1,0.054545454545454564,0.27272727272727276
Mpumalanga,Siyabuswa,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
Gauteng,Kameeldrift,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
Western Cape,Delft,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
Western Cape,Grabouw,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
Eastern Cape,Ugie,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
North West,Ikageng,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
Mpumalanga,Kinross,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
Mpumalanga,Amsterdam,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
Free State,Bothaville,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,1,0,1,0.06363636363636362,-0.13636363636363624
Gauteng,Loate,Sexual offences as result of police action,0,0,0,0,0,0,1,3,0,0,0,1,0.06363636363636364,0.04545454545454546
North West,Potchefstroom,Sexual offences as result of police action,0,0,0,0,0,0,3,2,0,0,0,1,0.06363636363636364,0.13636363636363638
North West,Christiana,Sexual offences as result of police action,0,0,0,0,0,0,0,2,1,0,0,1,0.06363636363636364,-0.04545454545454546
Western Cape,Kleinmond,Sexual offences as result of police action,0,0,0,0,0,0,0,1,0,0,1,1,0.06363636363636364,-0.13636363636363635
Limpopo,Mecklenburg,Sexual offences as result of police action,0,0,0,0,0,0,0,2,1,0,0,1,0.06363636363636364,-0.04545454545454546
Western Cape,Khayelitsha,Sexual offences as result of police action,0,0,0,0,0,0,1,3,0,0,0,1,0.06363636363636364,0.04545454545454546
North West,Vryburg,Sexual offences as result of police action,0,0,0,0,0,0,0,1,0,0,1,1,0.06363636363636364,-0.13636363636363635
Gauteng,Atteridgeville,Sexual offences as result of police action,0,0,0,0,0,0,0,2,1,0,0,1,0.06363636363636364,-0.04545454545454546
Mpumalanga,Mhala,Sexual offences as result of police action,0,0,0,0,0,0,1,0,2,0,0,1,0.06363636363636364,-0.04545454545454543
Kwazulu/Natal,Glencoe,Sexual offences as result of police action,0,0,0,0,0,0,0,1,0,0,1,1,0.06363636363636364,-0.13636363636363635
Eastern Cape,Motherwell,Sexual offences as result of police action,0,0,0,0,0,0,2,0,0,0,1,1,0.06363636363636364,-0.04545454545454546
Western Cape,Vredendal,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,2,0,1,0.0727272727272727,-0.18181818181818168
Mpumalanga,Lydenburg,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,2,0,1,0.0727272727272727,-0.18181818181818168
North West,Mothutlung,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,2,0,1,0.0727272727272727,-0.18181818181818168
Kwazulu/Natal,Umzimkhulu,Sexual offences as result of police action,0,0,0,0,0,0,0,2,0,1,0,1,0.07272727272727271,-0.09090909090909081
Limpopo,Botlokwa,Sexual offences as result of police action,0,0,0,0,0,0,0,4,0,0,0,1,0.07272727272727271,2.77738818900954e-17
Kwazulu/Natal,Isipingo,Sexual offences as result of police action,0,0,0,0,0,0,1,2,1,0,0,1,0.07272727272727271,2.77738818900954e-17
Mpumalanga,Sundra,Sexual offences as result of police action,0,0,0,0,0,0,0,4,0,0,0,1,0.07272727272727271,2.77738818900954e-17
Eastern Cape,Port Alfred,Sexual offences as result of police action,0,0,0,0,0,0,1,1,0,0,1,1,0.07272727272727272,-0.09090909090909091
Kwazulu/Natal,Greytown,Sexual offences as result of police action,0,0,0,0,0,0,1,1,0,0,1,1,0.07272727272727272,-0.09090909090909091
Eastern Cape,Fort Beaufort,Sexual offences as result of police action,0,0,0,0,0,0,0,1,2,0,0,1,0.07272727272727272,-0.09090909090909091
Free State,Deneysville,Sexual offences as result of police action,0,0,0,0,0,0,0,1,2,0,0,1,0.07272727272727272,-0.09090909090909091
Kwazulu/Natal,Kranskop,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,1,1,0.07272727272727274,-0.18181818181818177
Eastern Cape,Maclear,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,1,1,0.07272727272727274,-0.18181818181818177
Eastern Cape,Lady Frere,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,1,1,0.07272727272727274,-0.18181818181818177
Eastern Cape,Gelvandale,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,1,1,0.07272727272727274,-0.18181818181818177
Gauteng,Zonkizizwe,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,1,1,0.07272727272727274,-0.18181818181818177
Kwazulu/Natal,Kokstad,Sexual offences as result of police action,0,0,0,0,0,0,0,0,1,0,1,1,0.07272727272727274,-0.18181818181818177
Gauteng,Booysens,Sexual offences as result of police action,0,0,0,0,0,0,3,0,0,0,1,1,0.07272727272727274,8.16498333582607e-18
Gauteng,Elsburg,Sexual offences as result of police action,0,0,0,0,0,0,3,0,0,0,1,1,0.07272727272727274,8.16498333582607e-18
Gauteng,Boipatong,Sexual offences as result of police action,0,0,0,0,0,0,0,1,1,1,0,1,0.08181818181818179,-0.13636363636363624
Eastern Cape,Kwazakele,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,1,1,0.08181818181818179,-0.2272727272727271
Kwazulu/Natal,Umzinto,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,2,0,1,0.08181818181818179,-0.13636363636363616
North West,Leeudoringstad,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,1,1,0.08181818181818179,-0.2272727272727271
Free State,Excelsior,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,1,1,0.08181818181818179,-0.2272727272727271
Western Cape,Swellendam,Sexual offences as result of police action,0,0,0,0,0,0,0,1,1,1,0,1,0.08181818181818179,-0.13636363636363624
Mpumalanga,Delmas,Sexual offences as result of police action,0,0,0,0,0,0,0,1,1,1,0,1,0.08181818181818179,-0.13636363636363624
Eastern Cape,Mdantsane,Sexual offences as result of police action,0,0,0,0,0,0,1,0,0,2,0,1,0.08181818181818179,-0.13636363636363616
Western Cape,Napier,Sexual offences as result of police action,0,0,0,0,0,0,0,0,0,1,1,1,0.08181818181818179,-0.2272727272727271
Kwazulu/Natal,Mtubatuba,Sexual offences as result of police action,0,0,0,0,0,0,1,0,1,0,1,1,0.0818181818181818,-0.1363636363636363
North West,Mogwase,Sexual offences as result of police action,0,0,0,0,0,0,5,0,0,1,0,1,0.0818181818181818,0.1363636363636364
