Province,Station,Category,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,Severity,Slope,Residual
Gauteng,Dawn Park,Attempted murder,49,39,34,27,36,33,19,36,45,34,29,1,-0.7818181818181817,38.54545454545456
Eastern Cape,Joubertina,Attempted murder,13,10,10,5,12,17,8,4,7,5,3,1,-0.7727272727272723,12.40909090909091
Eastern Cape,Port St Johns,Attempted murder,19,27,14,14,17,19,10,11,18,10,16,1,-0.763636363636363,19.727272727272727
Mpumalanga,Belfast,Attempted murder,11,5,9,7,8,4,3,4,1,3,3,1,-0.7545454545454543,9.045454545454545
Eastern Cape,Ntabankulu,Attempted murder,20,17,22,25,22,21,18,12,15,18,13,1,-0.7454545454545444,22.18181818181818
Gauteng,Norwood,Attempted murder,15,14,13,17,23,12,8,10,10,12,8,1,-0.7363636363636362,16.590909090909093
Kwazulu/Natal,Ekombe,Attempted murder,32,12,15,3,11,20,17,13,14,11,12,1,-0.7363636363636357,18.227272727272727
Mpumalanga,Ermelo,Attempted murder,39,18,34,35,32,25,24,21,28,25,28,1,-0.7363636363636354,31.77272727272727
Gauteng,Brakpan,Attempted murder,34,51,28,37,37,23,26,25,32,34,36,1,-0.7363636363636354,36.68181818181819
Kwazulu/Natal,Howick,Attempted murder,15,19,11,11,15,8,7,10,6,9,12,1,-0.7272727272727272,14.81818181818182
Limpopo,Morebeng,Attempted murder,6,7,8,6,11,4,5,1,0,2,2,1,-0.727272727272727,8.363636363636363
Limpopo,Sekhukhune,Attempted murder,17,17,23,18,25,30,11,8,14,15,15,1,-0.718181818181818,21.13636363636364
Kwazulu/Natal,Glendale,Attempted murder,11,10,3,7,7,6,2,4,4,1,4,1,-0.7181818181818178,8.954545454545453
Eastern Cape,Uitenhage,Attempted murder,16,19,14,5,12,7,8,15,11,5,10,1,-0.7181818181818173,14.68181818181818
Gauteng,Primrose,Attempted murder,43,38,26,26,24,37,28,37,30,25,30,1,-0.7181818181818166,34.86363636363636
Gauteng,Kliptown,Attempted murder,74,43,32,34,55,54,37,41,37,52,49,1,-0.7090909090909103,49.727272727272755
Limpopo,Naboomspruit,Attempted murder,12,14,9,14,16,6,6,4,5,5,12,1,-0.709090909090909,12.909090909090912
Gauteng,Kliprivier,Attempted murder,14,10,12,7,8,6,7,5,3,6,8,1,-0.7090909090909083,11.363636363636362
Gauteng,Vaal Marina,Attempted murder,0,0,0,0,0,0,0,4,1,3,1,1,-0.7000000000000004,8.200000000000003
Gauteng,Ekangala,Attempted murder,18,23,17,25,19,20,11,8,13,21,15,1,-0.7,20.772727272727273
Eastern Cape,Mzamba,Attempted murder,14,22,19,11,11,12,14,14,11,9,12,1,-0.6999999999999991,17.04545454545454
Gauteng,Meyerton,Attempted murder,14,27,13,15,20,15,12,17,13,14,10,1,-0.690909090909091,18.909090909090914
Mpumalanga,'Low''S Creek',Attempted murder,2,6,9,4,10,5,2,1,0,0,0,1,-0.6818181818181815,6.954545454545454
Kwazulu/Natal,Mahlabathini,Attempted murder,17,23,16,19,10,7,11,12,13,21,8,1,-0.6818181818181813,17.681818181818183
Mpumalanga,Sabie,Attempted murder,6,11,11,15,9,5,3,4,5,5,5,1,-0.6818181818181812,10.590909090909088
Kwazulu/Natal,Lamontville,Attempted murder,29,16,10,18,17,18,11,16,14,12,17,1,-0.6727272727272725,19.54545454545455
Kwazulu/Natal,Ntabamhlophe,Attempted murder,10,21,12,12,17,14,10,13,12,5,9,1,-0.6727272727272722,15.636363636363637
Mpumalanga,Badplaas,Attempted murder,10,4,4,6,7,2,1,3,4,0,1,1,-0.6636363636363635,7.136363636363637
Kwazulu/Natal,Gamalakhe,Attempted murder,4,8,13,15,11,12,9,6,2,3,4,1,-0.663636363636363,11.227272727272727
Eastern Cape,Lady Frere,Attempted murder,10,12,7,9,5,3,5,5,9,2,4,1,-0.6545454545454543,9.727272727272727
Kwazulu/Natal,Mbazwana,Attempted murder,19,13,12,15,8,11,7,7,15,12,7,1,-0.6545454545454541,14.72727272727273
North West,Kanana,Attempted murder,30,28,28,14,16,11,13,22,23,27,17,1,-0.6454545454545468,24.045454545454557
Limpopo,Groblersdal,Attempted murder,8,12,9,13,9,6,8,4,3,6,6,1,-0.6454545454545455,10.863636363636367
Eastern Cape,Swartkops,Attempted murder,21,16,7,18,19,10,12,14,9,8,15,1,-0.645454545454545,16.772727272727273
Mpumalanga,Ngodwana,Attempted murder,5,8,9,1,0,0,1,3,0,1,1,1,-0.6363636363636365,5.818181818181818
Northern Cape,Delportshoop,Attempted murder,13,17,15,12,12,2,8,3,1,13,15,1,-0.6363636363636362,13.272727272727275
Eastern Cape,Zele,Attempted murder,7,11,5,4,4,6,5,2,2,3,2,1,-0.6272727272727273,7.772727272727274
North West,Bethanie,Attempted murder,23,13,14,10,15,17,11,9,20,19,2,1,-0.6272727272727269,17.045454545454543
Western Cape,Bellville,Attempted murder,17,17,30,7,7,8,8,15,14,19,8,1,-0.6181818181818182,16.72727272727273
Kwazulu/Natal,Ibisi,Attempted murder,12,5,12,9,3,8,5,4,5,9,1,1,-0.618181818181818,9.727272727272728
Gauteng,Nigel,Attempted murder,15,6,15,16,10,15,6,11,12,6,6,1,-0.6181818181818179,13.818181818181822
Eastern Cape,Zwelitsha,Attempted murder,13,9,12,14,8,5,7,9,5,9,6,1,-0.6090909090909091,11.863636363636367
North West,Makapanstad,Attempted murder,22,13,10,11,10,3,12,5,6,8,17,1,-0.6090909090909089,13.681818181818185
Kwazulu/Natal,Nkandla,Attempted murder,14,20,14,12,12,11,11,12,6,17,8,1,-0.6090909090909086,15.5
Free State,Bayswater,Attempted murder,5,7,6,7,8,3,1,4,1,1,2,1,-0.6090909090909086,7.136363636363635
Kwazulu/Natal,Malvern,Attempted murder,7,17,21,10,15,16,12,6,12,5,11,1,-0.6000000000000002,15.000000000000007
Mpumalanga,Sundra,Attempted murder,9,6,6,9,8,4,7,3,4,3,2,1,-0.6,8.545454545454547
Gauteng,Zonkizizwe,Attempted murder,26,19,14,13,14,21,17,12,16,7,21,1,-0.5999999999999998,19.36363636363637
Eastern Cape,Port Alfred,Attempted murder,9,9,12,8,5,2,2,3,2,12,2,1,-0.5999999999999995,8.999999999999998
Western Cape,Hout Bay,Attempted murder,19,15,13,8,10,6,19,17,13,3,10,1,-0.5999999999999991,15.090909090909088
Kwazulu/Natal,Mariannhill,Attempted murder,66,85,75,81,79,100,57,47,50,61,105,1,-0.5999999999999978,76.27272727272727
North West,Makwassie,Attempted murder,12,5,2,3,5,2,4,1,4,1,2,1,-0.5909090909090906,6.681818181818182
Gauteng,Sebokeng,Attempted murder,60,53,33,42,38,35,28,42,47,50,43,1,-0.5909090909090883,45.77272727272727
Eastern Cape,Algoapark,Attempted murder,20,15,27,16,14,16,12,13,17,16,14,1,-0.5818181818181811,19.272727272727273
Eastern Cape,Thornhill,Attempted murder,9,2,10,8,8,4,4,2,2,0,6,1,-0.5727272727272729,7.863636363636366
Gauteng,Pretoria North,Attempted murder,15,18,20,14,19,17,14,10,13,12,14,1,-0.5727272727272726,17.954545454545457
Mpumalanga,Sakhile,Attempted murder,9,4,12,12,9,5,4,6,8,3,3,1,-0.5727272727272725,9.681818181818183
Free State,Bothaville,Attempted murder,15,12,13,22,18,6,18,16,9,6,12,1,-0.5727272727272724,16.22727272727273
Eastern Cape,Ngqamakhwe,Attempted murder,33,8,7,13,10,8,8,7,10,11,19,1,-0.5727272727272724,15.045454545454549
Limpopo,Namakgale,Attempted murder,5,17,9,13,7,11,9,11,9,2,5,1,-0.5636363636363632,11.727272727272727
Limpopo,Bolobedu,Attempted murder,18,22,19,25,14,11,19,16,8,13,22,1,-0.5636363636363629,19.818181818181817
Gauteng,Sebenza,Attempted murder,5,9,9,10,10,5,4,10,1,1,5,1,-0.5636363636363629,9.090909090909088
Free State,Selosesha,Attempted murder,20,13,22,13,18,11,15,14,13,10,16,1,-0.5454545454545455,17.72727272727273
Kwazulu/Natal,Hlabisa,Attempted murder,13,9,8,14,5,6,3,7,6,2,11,1,-0.545454545454545,10.363636363636362
Mpumalanga,Volksrust,Attempted murder,8,6,3,4,3,2,2,1,1,2,2,1,-0.5363636363636363,5.772727272727273
Gauteng,Reigerpark,Attempted murder,48,39,42,26,35,40,26,44,45,24,41,1,-0.5363636363636349,39.95454545454545
Northern Cape,Port Nolloth,Attempted murder,12,3,8,8,7,9,9,3,5,4,3,1,-0.5272727272727271,9.090909090909092
Kwazulu/Natal,Creighton,Attempted murder,9,7,7,1,8,9,3,3,5,3,2,1,-0.5272727272727271,7.818181818181818
Eastern Cape,Dalasile,Attempted murder,16,13,6,6,7,8,4,9,12,2,9,1,-0.527272727272727,10.999999999999998
Free State,Maokeng,Attempted murder,13,12,7,29,12,11,14,12,10,12,6,1,-0.5272727272727266,15.181818181818182
Eastern Cape,Libode,Attempted murder,21,35,32,22,18,30,14,26,23,20,26,1,-0.5272727272727261,26.909090909090907
Gauteng,Protea Glen,Attempted murder,36,13,25,25,28,27,34,22,29,27,11,1,-0.5181818181818184,27.772727272727284
Limpopo,Zebediela,Attempted murder,8,9,8,4,2,6,3,4,2,4,4,1,-0.5181818181818181,7.500000000000002
Kwazulu/Natal,Mpophomeni,Attempted murder,10,10,5,5,6,6,8,9,5,2,3,1,-0.5181818181818176,8.863636363636362
Limpopo,Northam,Attempted murder,13,11,11,14,6,9,10,5,1,8,13,1,-0.5090909090909087,11.727272727272727
Eastern Cape,Cofimvaba,Attempted murder,11,9,10,17,6,8,6,7,5,9,7,1,-0.49999999999999983,11.136363636363638
Limpopo,Elandskraal,Attempted murder,5,4,5,8,3,8,2,1,4,1,0,1,-0.4999999999999997,6.227272727272726
Gauteng,Dunnottar,Attempted murder,7,5,2,7,4,0,1,1,1,2,2,1,-0.4999999999999996,5.409090909090908
Eastern Cape,Kwandengane,Attempted murder,0,0,0,0,0,0,0,0,8,9,7,1,-0.4999999999999989,12.499999999999982
Free State,Harrismith,Attempted murder,13,11,15,19,17,14,14,16,7,8,11,1,-0.49999999999999845,15.681818181818176
Eastern Cape,Ikamvelihle,Attempted murder,0,7,21,15,16,16,16,11,15,5,12,1,-0.49696969696969717,16.133333333333333
Gauteng,Sharpeville,Attempted murder,7,10,5,15,12,9,10,4,2,6,6,1,-0.4909090909090909,10.272727272727273
Eastern Cape,Ilinge,Attempted murder,7,6,1,2,7,6,3,4,0,2,0,1,-0.49090909090909063,5.909090909090908
Mpumalanga,Mmametlake,Attempted murder,15,9,10,10,14,10,7,11,7,9,7,1,-0.49090909090909063,12.363636363636363
Kwazulu/Natal,Gluckstadt,Attempted murder,10,6,11,10,10,6,7,1,2,6,9,1,-0.4818181818181818,9.500000000000004
Mpumalanga,Secunda,Attempted murder,7,10,13,10,17,8,3,3,7,7,8,1,-0.481818181818181,10.863636363636358
Eastern Cape,Graaff-Reinet,Attempted murder,13,9,9,5,6,4,3,2,2,6,11,1,-0.4727272727272729,8.727272727272728
Eastern Cape,Beacon Bay,Attempted murder,5,11,9,7,11,12,10,5,1,9,2,1,-0.4727272727272725,9.818181818181818
Northern Cape,Brandvlei,Attempted murder,6,4,3,4,0,0,1,1,1,0,1,1,-0.4727272727272725,4.272727272727272
Kwazulu/Natal,Westville,Attempted murder,11,11,22,16,7,6,5,13,17,10,6,1,-0.47272727272727233,13.636363636363638
Northern Cape,Pampierstat,Attempted murder,4,5,3,8,7,5,3,5,1,0,1,1,-0.46363636363636346,6.136363636363637
Mpumalanga,Malelane,Attempted murder,7,7,4,4,8,1,2,1,3,3,3,1,-0.4636363636363634,6.227272727272727
Gauteng,Cullinan,Attempted murder,11,19,19,24,16,21,11,19,13,12,13,1,-0.4636363636363631,18.500000000000004
Limpopo,Burgersfort,Attempted murder,20,23,11,10,9,9,7,11,14,17,13,1,-0.4545454545454549,15.363636363636369
North West,Lethabong,Attempted murder,6,6,4,1,3,3,0,1,1,4,0,1,-0.45454545454545453,4.90909090909091
Free State,Park Road,Attempted murder,37,28,42,49,42,26,31,44,30,21,44,1,-0.45454545454545364,38.090909090909086
Kwazulu/Natal,Msinga,Attempted murder,42,44,43,45,50,29,40,40,48,33,42,1,-0.4454545454545451,43.68181818181819
Mpumalanga,Chrissiesmeer,Attempted murder,3,3,6,4,4,2,1,0,1,0,1,1,-0.43636363636363623,4.454545454545455
Free State,Meloding,Attempted murder,21,6,13,12,3,14,9,8,16,11,6,1,-0.4363636363636362,13.000000000000004
Free State,Petrusburg,Attempted murder,3,4,7,4,4,0,2,0,0,1,2,1,-0.43636363636363606,4.636363636363636
Northern Cape,Pofadder,Attempted murder,7,2,1,3,6,3,1,3,1,0,0,1,-0.43636363636363606,4.636363636363636
Gauteng,Soshanguve,Attempted murder,44,47,37,35,34,29,20,13,24,33,65,1,-0.4363636363636356,36.81818181818182
Gauteng,The Barrage,Attempted murder,5,5,10,4,5,8,5,0,6,2,2,1,-0.42727272727272714,6.863636363636364
Kwazulu/Natal,Hluhluwe,Attempted murder,17,18,11,24,9,11,7,16,10,14,15,1,-0.42727272727272697,15.954545454545457
Mpumalanga,Blinkpan,Attempted murder,3,10,6,3,10,5,1,1,4,3,3,1,-0.42727272727272697,6.590909090909091
Free State,Namahadi,Attempted murder,8,9,10,8,10,7,13,7,5,2,7,1,-0.4272727272727268,9.954545454545451
Mpumalanga,Mayflower,Attempted murder,13,8,4,8,18,8,4,8,6,7,6,1,-0.4272727272727267,10.318181818181817
Gauteng,Tsakane,Attempted murder,54,53,65,96,63,78,58,38,52,70,63,1,-0.42727272727272525,64.86363636363636
Gauteng,Linden,Attempted murder,17,15,17,14,19,16,21,11,13,15,11,1,-0.4181818181818183,17.45454545454546
Kwazulu/Natal,Bellair,Attempted murder,9,7,10,8,4,3,6,1,4,8,5,1,-0.4181818181818182,8.000000000000004
North West,Hartbeespoortdam,Attempted murder,16,18,30,25,42,20,14,22,25,15,19,1,-0.4181818181818174,24.454545454545457
Kwazulu/Natal,Mayville-Kzn,Attempted murder,17,12,17,17,19,18,11,17,19,11,9,1,-0.4181818181818173,17.27272727272727
Kwazulu/Natal,Eshowe,Attempted murder,61,37,36,53,70,38,48,55,37,38,54,1,-0.4181818181818159,49.999999999999986
Kwazulu/Natal,Dannhauser,Attempted murder,16,17,18,12,6,8,8,9,13,8,18,1,-0.40909090909090917,14.136363636363638
Northern Cape,Hanover,Attempted murder,9,2,3,1,5,0,2,2,3,1,1,1,-0.409090909090909,4.6818181818181825
Free State,Tumahole,Attempted murder,15,9,12,9,11,13,9,13,12,10,4,1,-0.40909090909090895,12.681818181818183
Kwazulu/Natal,Bulwer,Attempted murder,14,6,12,10,8,11,5,7,9,8,7,1,-0.40909090909090884,10.863636363636363
Limpopo,Maleboho,Attempted murder,4,8,6,2,3,1,2,2,3,2,2,1,-0.39999999999999986,5.181818181818181
Kwazulu/Natal,Babanango,Attempted murder,6,7,9,4,13,5,4,0,6,5,4,1,-0.39999999999999986,7.727272727272728
Kwazulu/Natal,Ngome,Attempted murder,3,11,4,3,3,7,4,2,2,3,2,1,-0.3999999999999995,5.999999999999998
Kwazulu/Natal,Ingwavuma,Attempted murder,19,10,7,15,8,3,9,10,10,13,8,1,-0.39090909090909065,12.136363636363637
Eastern Cape,Adelaide,Attempted murder,4,2,3,7,0,1,1,0,1,1,0,1,-0.39090909090909065,3.7727272727272716
Kwazulu/Natal,Brighton Beach,Attempted murder,11,21,14,17,21,17,12,25,9,16,8,1,-0.3909090909090905,17.5
Kwazulu/Natal,Upper Tugela,Attempted murder,5,8,2,9,5,7,5,3,2,3,3,1,-0.38181818181818183,6.636363636363638
Free State,Ventersburg,Attempted murder,10,4,3,4,1,2,5,2,5,2,2,1,-0.3818181818181817,5.545454545454545
Free State,Heilbron,Attempted murder,6,4,7,11,3,1,4,5,3,2,4,1,-0.37272727272727274,6.409090909090911
Free State,Fouriesburg,Attempted murder,3,9,4,1,5,3,6,3,4,0,1,1,-0.3727272727272725,5.409090909090908
Free State,Viljoenskroon,Attempted murder,5,3,6,3,5,12,2,4,2,1,1,1,-0.3727272727272725,5.863636363636363
Kwazulu/Natal,Umsunduzi,Attempted murder,12,19,11,15,30,10,11,8,12,15,13,1,-0.3727272727272725,16.045454545454547
Kwazulu/Natal,Besters,Attempted murder,9,10,12,10,16,3,11,13,4,8,7,1,-0.3727272727272725,11.227272727272727
Western Cape,Maitland,Attempted murder,4,13,4,8,6,4,6,4,6,2,5,1,-0.3727272727272724,7.499999999999998
Free State,Makwane,Attempted murder,8,10,11,14,12,5,7,7,7,5,10,1,-0.3727272727272722,10.59090909090909
Free State,Parys,Attempted murder,3,5,4,6,4,4,6,2,3,1,0,1,-0.36363636363636354,5.272727272727273
Limpopo,Marble Hall,Attempted murder,14,5,15,9,9,10,12,12,6,12,4,1,-0.3636363636363632,11.636363636363635
Limpopo,Jane Furse,Attempted murder,18,16,14,10,11,5,8,11,5,8,22,1,-0.3636363636363631,13.454545454545451
Northern Cape,Niekerkshoop,Attempted murder,4,6,2,2,2,0,0,2,0,2,1,1,-0.35454545454545444,3.681818181818181
Mpumalanga,Breyten,Attempted murder,1,6,3,3,8,3,0,0,0,2,1,1,-0.35454545454545444,4.2272727272727275
Eastern Cape,Bridge Camp,Attempted murder,5,5,4,1,3,5,1,1,1,2,2,1,-0.3454545454545454,4.454545454545455
Gauteng,Laudium,Attempted murder,10,12,12,5,8,6,4,4,5,8,11,1,-0.3454545454545453,9.454545454545453
Free State,Hertzogville,Attempted murder,4,3,6,4,3,1,2,2,2,3,0,1,-0.33636363636363636,4.40909090909091
Limpopo,Vaalwater,Attempted murder,3,5,6,2,1,1,0,1,3,0,2,1,-0.33636363636363625,3.863636363636364
Free State,Petrus Steyn,Attempted murder,3,2,2,4,6,3,0,1,0,1,0,1,-0.3363636363636361,3.6818181818181808
Free State,Koppies,Attempted murder,2,6,7,2,3,2,2,0,2,2,2,1,-0.32727272727272727,4.363636363636365
North West,Tshidilamolomo,Attempted murder,2,6,2,5,3,0,0,0,1,1,2,1,-0.3272727272727272,3.6363636363636362
Limpopo,Zaaiplaas,Attempted murder,8,2,1,3,4,0,2,3,0,3,1,1,-0.32727272727272716,4.09090909090909
Kwazulu/Natal,Msinsini,Attempted murder,5,9,11,6,8,16,5,6,8,3,5,1,-0.3272727272727269,9.09090909090909
Northern Cape,Colesberg,Attempted murder,8,6,4,3,6,7,2,5,5,4,2,1,-0.31818181818181834,6.318181818181819
Mpumalanga,Dullstroom,Attempted murder,2,4,6,1,3,1,1,0,0,2,1,1,-0.3181818181818181,3.5000000000000004
Gauteng,Magaliesburg,Attempted murder,5,6,3,2,4,3,3,2,5,1,1,1,-0.31818181818181807,4.7727272727272725
Gauteng,Hercules,Attempted murder,24,22,39,32,31,17,23,20,28,27,26,1,-0.318181818181818,27.863636363636367
Northern Cape,Dingleton,Attempted murder,3,4,2,1,3,2,2,1,1,0,0,1,-0.318181818181818,3.318181818181818
North West,Itsoseng,Attempted murder,7,8,5,6,8,6,7,3,8,5,2,1,-0.31818181818181784,7.5
Free State,Ficksburg,Attempted murder,12,9,16,16,7,8,20,13,7,9,9,1,-0.3181818181818177,13.045454545454547
Kwazulu/Natal,Melmoth,Attempted murder,30,41,31,30,38,30,26,24,35,38,28,1,-0.3090909090909092,33.45454545454546
North West,Buffelshoek,Attempted murder,2,5,7,2,5,2,2,4,1,2,1,1,-0.30909090909090914,4.545454545454547
Eastern Cape,Paterson,Attempted murder,6,0,2,5,1,0,3,1,1,0,1,1,-0.3090909090909089,3.3636363636363633
Northern Cape,Kimberley,Attempted murder,54,49,39,41,39,57,49,46,39,48,44,1,-0.3090909090909067,47.45454545454546
Eastern Cape,Chungwa,Attempted murder,5,4,2,3,2,0,0,2,1,0,3,1,-0.29999999999999993,3.4999999999999996
Kwazulu/Natal,St Faiths,Attempted murder,8,3,4,4,5,5,3,3,5,5,0,1,-0.29999999999999993,5.590909090909092
Kwazulu/Natal,Colenso,Attempted murder,15,5,8,5,10,14,12,7,3,9,7,1,-0.2999999999999998,10.136363636363638
Free State,Luckhoff,Attempted murder,3,2,5,5,2,6,6,2,1,1,0,1,-0.29999999999999977,4.499999999999999
North West,Marikana,Attempted murder,25,24,28,34,26,22,10,47,31,16,21,1,-0.29999999999999943,27.318181818181817
Gauteng,Jeppe,Attempted murder,94,108,77,110,77,51,58,61,96,80,122,1,-0.29090909090909345,86.36363636363637
Kwazulu/Natal,Mkhuze,Attempted murder,6,9,5,6,5,3,3,1,2,5,7,1,-0.290909090909091,6.1818181818181825
Kwazulu/Natal,Nondweni,Attempted murder,1,7,4,1,3,1,1,0,3,2,0,1,-0.29090909090909084,3.545454545454546
Free State,Clarens,Attempted murder,6,2,0,2,1,1,1,0,2,1,0,1,-0.2909090909090908,2.9090909090909087
Eastern Cape,Macleantown,Attempted murder,4,10,7,5,6,3,1,2,2,6,6,1,-0.2909090909090908,6.181818181818182
Gauteng,Crystalpark,Attempted murder,9,14,12,7,7,13,5,7,4,10,11,1,-0.29090909090909073,10.454545454545455
North West,Ventersdorp,Attempted murder,12,5,11,11,6,7,7,13,14,6,2,1,-0.2909090909090906,10.000000000000002
Eastern Cape,Addo,Attempted murder,28,33,40,37,28,25,36,33,25,40,25,1,-0.2909090909090898,33.27272727272727
Kwazulu/Natal,Maydon Wharf,Attempted murder,2,8,2,2,0,1,1,2,2,0,2,1,-0.28181818181818186,3.40909090909091
North West,Swartruggens,Attempted murder,5,9,9,2,4,3,1,7,1,8,3,1,-0.28181818181818175,6.136363636363637
Eastern Cape,Lady Grey,Attempted murder,1,5,1,2,2,1,0,0,1,0,0,1,-0.2818181818181817,2.5909090909090904
Northern Cape,Campbell,Attempted murder,3,9,4,1,0,2,1,5,2,3,1,1,-0.2818181818181817,4.2272727272727275
North West,Koster,Attempted murder,7,9,5,4,3,9,2,11,8,2,2,1,-0.2818181818181817,7.045454545454547
Kwazulu/Natal,Nottingham Road,Attempted murder,3,7,4,4,4,2,4,2,1,4,2,1,-0.27272727272727276,4.727272727272728
Eastern Cape,Kleinbulhoek,Attempted murder,3,1,3,1,0,0,0,0,0,0,0,1,-0.27272727272727265,2.0909090909090913
Mpumalanga,Ekulindeni,Attempted murder,2,2,4,0,0,1,0,0,0,0,0,1,-0.27272727272727265,2.181818181818182
Eastern Cape,Chalumna,Attempted murder,3,4,2,2,2,1,1,1,2,1,0,1,-0.27272727272727265,3.090909090909091
Free State,Botshabelo,Attempted murder,20,13,20,17,19,19,28,24,16,14,11,1,-0.27272727272727254,19.63636363636364
Northern Cape,Hopetown,Attempted murder,10,8,15,10,13,4,4,6,15,11,5,1,-0.27272727272727254,10.545454545454545
Free State,Bultfontein,Attempted murder,3,6,8,9,3,6,6,3,5,3,3,1,-0.2727272727272725,6.363636363636364
Kwazulu/Natal,Glencoe,Attempted murder,4,3,5,2,8,7,5,2,4,2,0,1,-0.2727272727272725,5.181818181818181
Gauteng,Pretoria Moot,Attempted murder,4,7,12,6,2,2,2,8,1,3,7,1,-0.27272727272727243,6.272727272727273
North West,Lomanyaneng,Attempted murder,8,8,11,7,5,5,6,9,4,7,6,1,-0.27272727272727226,8.272727272727273
Northern Cape,Tsineng,Attempted murder,6,5,1,1,1,0,2,5,2,1,1,1,-0.2636363636363635,3.5909090909090904
Free State,Heidedal,Attempted murder,8,21,9,10,7,6,10,11,9,10,10,1,-0.2636363636363635,11.409090909090908
Limpopo,Tzaneen,Attempted murder,22,10,7,3,8,7,8,7,5,15,12,1,-0.25454545454545485,10.727272727272734
Mpumalanga,Morgenzon Transvaal,Attempted murder,3,3,5,7,4,4,3,2,2,1,3,1,-0.2545454545454545,4.636363636363638
Western Cape,Klawer,Attempted murder,3,7,3,0,1,2,0,1,1,0,4,1,-0.25454545454545446,3.272727272727273
Eastern Cape,Riebeeck East,Attempted murder,2,3,1,1,1,0,0,0,0,0,0,1,-0.25454545454545446,1.9999999999999998
Limpopo,Tshaulu,Attempted murder,5,2,2,1,4,1,1,3,2,1,0,1,-0.25454545454545446,3.272727272727273
Northern Cape,Komaggas,Attempted murder,4,3,4,5,7,5,0,1,4,1,3,1,-0.2545454545454544,4.636363636363636
Free State,Ladybrand,Attempted murder,4,4,10,8,5,3,2,5,7,4,2,1,-0.25454545454545435,6.181818181818182
North West,Lehurutshe,Attempted murder,11,8,11,4,4,3,3,6,8,10,5,1,-0.2545454545454543,7.90909090909091
North West,Klipgat,Attempted murder,17,23,25,13,9,9,27,12,26,14,15,1,-0.24545454545454612,18.500000000000004
Eastern Cape,Jamestown,Attempted murder,1,5,4,0,0,1,1,0,0,1,1,1,-0.24545454545454545,2.5000000000000004
Free State,Steynsrus,Attempted murder,5,2,0,2,3,2,0,3,1,1,0,1,-0.24545454545454534,2.9545454545454537
Western Cape,Saldanha,Attempted murder,9,6,4,8,2,5,3,5,2,7,5,1,-0.24545454545454526,6.318181818181819
Western Cape,Pinelands,Attempted murder,4,2,6,5,2,0,4,1,2,1,3,1,-0.24545454545454526,3.954545454545455
Free State,Tseki,Attempted murder,11,8,12,16,22,14,11,11,8,12,9,1,-0.24545454545454518,13.40909090909091
Northern Cape,Warrenton,Attempted murder,15,15,7,10,7,5,8,8,12,9,12,1,-0.2454545454545451,11.045454545454543
Limpopo,Matlala,Attempted murder,11,12,2,5,14,5,6,9,7,4,9,1,-0.24545454545454481,8.863636363636362
Western Cape,Calitzdorp,Attempted murder,2,1,4,0,0,0,0,0,0,0,0,1,-0.23636363636363633,1.8181818181818183
Eastern Cape,Bhisho,Attempted murder,1,5,5,8,4,4,4,3,2,2,2,1,-0.2363636363636363,4.818181818181818
Western Cape,Rondebosch,Attempted murder,2,3,2,3,4,3,0,0,1,1,1,1,-0.23636363636363625,3.0
Eastern Cape,Alice,Attempted murder,10,6,6,7,16,6,9,8,4,6,7,1,-0.23636363636363594,8.909090909090908
Gauteng,Rosebank,Attempted murder,2,6,3,2,2,0,2,2,2,3,0,1,-0.22727272727272738,3.3181818181818192
Free State,Vierfontein,Attempted murder,5,2,2,4,5,2,0,1,4,2,1,1,-0.22727272727272715,3.6818181818181825
Kwazulu/Natal,Boston,Attempted murder,1,1,6,0,2,4,1,0,1,0,0,1,-0.22727272727272715,2.5909090909090904
Eastern Cape,Katkop,Attempted murder,6,8,2,5,2,4,2,6,6,2,3,1,-0.22727272727272715,5.3181818181818175
Eastern Cape,Stutterheim,Attempted murder,10,4,8,4,14,6,10,4,3,5,8,1,-0.22727272727272702,8.045454545454545
Gauteng,Bronkhorstspruit,Attempted murder,31,29,17,27,47,22,16,26,21,33,27,1,-0.22727272727272668,28.04545454545455
Mpumalanga,Mbuzini,Attempted murder,6,2,1,5,0,0,0,0,1,1,4,1,-0.21818181818181817,2.9090909090909096
Eastern Cape,Baviaanskloof,Attempted murder,4,1,0,0,0,0,0,0,0,0,0,1,-0.21818181818181817,1.5454545454545459
Northern Cape,Wrenchville,Attempted murder,9,4,0,0,1,1,2,0,6,2,2,1,-0.21818181818181812,3.5454545454545463
Western Cape,Claremont,Attempted murder,7,7,4,4,12,2,10,11,1,4,4,1,-0.2181818181818181,7.090909090909092
Limpopo,Modimolle,Attempted murder,10,10,6,10,7,12,8,9,7,11,4,1,-0.21818181818181803,9.636363636363637
Eastern Cape,Glen Grey,Attempted murder,3,3,4,9,5,3,3,2,2,5,1,1,-0.21818181818181798,4.727272727272727
Eastern Cape,Elliot,Attempted murder,5,3,7,1,4,4,1,0,4,3,3,1,-0.21818181818181798,4.2727272727272725
Free State,Goedemoed,Attempted murder,4,1,0,1,0,0,1,1,0,0,0,1,-0.20909090909090905,1.7727272727272725
Free State,Reddersburg,Attempted murder,2,2,2,1,1,1,0,0,0,1,0,1,-0.20909090909090897,1.9545454545454541
